question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
11,8-48-829-2,How to apply for EAC on-the-job training?,1,1,1,1,1,8-48-829-2|8-48-1563-2|8-48-829-1|8-48-1563-1|8-48-1505-1|1-16-1103-3|8-47-1344-1|1-16-781-1|1-16-777-1|1-16-786-1|6-37-17-2|1-16-773-1|1-16-618-1|1-16-1103-2|8-48-1459-1
12,8-44-927-2,"What is the step-by-step procedure for the registration service for manufacturers of weights, measures and weighing or measuring instruments?",0,0,1,1,1,10-88-929-1|10-88-933-3|8-44-929-1|10-55-933-3|8-44-927-2|10-88-927-4|5-28-933-3|10-88-932-2|8-44-927-4|8-44-929-2|10-88-929-2|10-88-927-2|10-88-927-3|8-44-929-3|10-88-933-2
13,8-48-1562-2,What is the fee for taking the cinnamon crushing training program?,1,1,1,1,1,8-48-1562-2|8-48-1562-1|8-48-1505-1|6-37-17-2|10-57-412-4|10-57-414-4|1-16-614-3|10-94-2102-1|8-46-826-1|8-48-1563-2|10-55-1269-5|7-43-1270-2|8-48-1514-1|8-47-1263-1|10-89-1269-5
14,8-47-1263-3,What is the main category for which HORDI provides training programs for horticultural crops?,0,1,1,1,1,8-47-1263-2|8-47-1263-3|8-47-1263-1|8-47-1264-2|8-47-1262-2|8-47-1262-1|8-47-1264-1|8-47-1264-4|8-47-1638-1|8-47-1264-3|8-47-1262-3|8-47-1265-2|8-48-1563-1|8-47-1265-3|8-48-1280-1
15,8-47-1768-2,Who should I contact for information regarding importing pets and what are their contact details?,1,1,1,1,1,8-47-1768-2|8-47-1768-1|8-47-1768-4|8-47-1780-2|8-47-1768-3|8-47-1770-2|8-47-1774-2|8-47-1776-2|8-47-1775-1|8-47-1770-3|8-47-1774-1|8-47-1772-1|8-47-1770-1|10-57-428-1|8-47-1769-2
16,8-47-1768-1,Who is the officer in charge of pet import services?,1,1,1,1,1,8-47-1768-1|8-47-1774-2|8-47-1780-2|8-47-1768-3|8-47-1768-4|8-47-1768-2|8-47-1776-2|8-47-1770-2|8-47-1782-4|10-57-428-1|10-59-435-2|10-59-1269-8|8-47-1774-1|8-47-1772-1|10-55-1275-2
17,8-47-693-2,"What is the main service provided under the main category &#39;Agriculture, Livestock and Fisheries&#39;? To which division do the key officers related to this service belong?",0,0,0,0,0,8-47-1346-2|8-47-1178-1|8-47-1349-2|8-47-1782-4|8-47-692-2|8-47-1780-2|8-47-1349-1|8-47-815-2|8-48-1350-1|8-47-1348-4|8-47-1263-1|8-47-1344-1|8-47-1638-1|8-48-691-1|8-47-817-2
18,8-44-1270-3,"Who is the Executive Director responsible for investment projects in the agricultural sector, which falls under the main category of Agriculture, Livestock and Fisheries, and what is his email address?",0,1,1,1,1,8-44-1269-5|8-44-1270-3|8-47-693-2|8-44-1269-6|8-47-1178-1|8-47-1204-1|8-47-1263-1|8-47-1638-1|8-47-1346-2|8-44-1269-1|10-59-1270-3|8-47-817-2|8-47-1349-2|8-47-692-2|10-57-1270-3
19,8-47-1321-1,What are the fees for registering plant nurseries and certifying fruit plant nursery material under the SCPPC-Seed Certification Service?,1,1,1,1,1,8-47-1321-1|8-47-1324-2|8-44-1325-1|8-47-1320-3|8-44-1327-2|8-47-1306-1|8-47-1322-1|8-47-1307-1|5-31-1326-1|8-44-688-2|8-47-1324-1|8-47-1320-2|8-48-1308-1|8-47-1284-2|8-48-1330-1
20,8-48-697-2,"What is the email address of Dr. Harsha Kadupitiya, Director of the &#39;Geographic Information Mapping&#39; service?",1,1,1,1,1,8-48-697-2|11-67-1117-2|11-67-1115-2|8-47-693-2|10-94-2232-2|12-95-1118-2|10-94-2232-3|1-16-1423-3|4-91-714-2|8-47-699-2|8-48-694-2|8-47-1252-1|2-22-700-4|11-67-1115-1|10-94-2097-2
21,8-47-817-1,What is the fee for receiving 1-4 tons of compost?,1,1,1,1,1,8-47-817-1|11-66-733-1|8-47-1265-1|8-47-1262-1|2-21-605-2|12-70-1427-2|11-66-749-2|8-44-688-2|8-47-1263-1|11-66-750-2|2-23-740-1|8-48-1282-1|10-58-593-2|2-21-604-2|10-57-1645-2
22,8-47-1259-1,Who can benefit from the RRDI-Rice service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|7-43-877-1|3-25-806-1|8-46-826-1|8-46-827-1|12-92-881-1|8-46-827-2|2-22-712-1|8-46-827-3|6-37-375-2|7-41-1642-1
23,8-47-1776-1,How long does it take to get approval to import chicken and chicken products?,0,0,1,1,1,8-47-1770-1|8-47-1781-2|8-47-1776-2|8-47-1776-1|8-47-1770-2|8-47-1775-1|8-47-1768-3|8-47-1284-1|8-47-1768-1|10-65-415-4|8-47-1777-1|10-57-428-3|10-57-412-3|8-47-1768-4|10-57-1287-1
24,8-46-827-1,What are the eligibility criteria for farmers or estates to receive subsidies to improve the productivity of low-yielding export agricultural crop lands?,1,1,1,1,1,8-46-827-1|8-46-827-2|8-46-826-1|8-46-827-3|2-21-598-1|10-58-593-1|8-48-828-1|8-45-1113-1|8-47-693-1|3-25-806-2|8-45-1112-1|8-47-693-2|2-22-712-1|8-47-1204-1|8-48-828-3
25,8-47-1252-1,Who are the main beneficiaries of the RRDI-Rice service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|3-25-806-1|7-43-1270-3|7-43-877-1|8-46-827-2|7-43-701-2|8-44-1270-3|2-21-2274-2|10-59-1270-3|11-67-1269-7|11-67-1269-6
26,8-47-1264-1,What is the fee for receiving horticultural crop advisory services from HORDI?,1,1,1,1,1,8-47-1264-1|8-47-1262-1|8-47-1638-1|8-47-1263-1|8-47-1265-1|8-47-1264-2|8-47-1266-1|8-47-1264-4|8-47-1265-2|8-47-1262-2|8-47-1263-2|8-47-1264-3|8-47-1263-3|8-47-1262-3|8-47-1265-3
27,8-47-699-1,How to apply for advice on soil conservation?,0,1,1,1,1,8-47-699-2|5-29-698-1|8-47-699-1|8-45-1113-2|8-45-1110-2|2-21-598-3|10-58-595-1|8-45-1112-2|8-47-1265-1|8-48-694-2|8-47-1301-2|8-48-1282-1|2-21-598-2|8-48-1282-2|8-47-1301-1
28,8-48-829-1,"What is the nature of the in-service training program on EAC, its location, timing, and facilities provided?",1,1,1,1,1,8-48-829-1|8-48-829-2|8-48-1563-2|8-48-1563-1|8-48-1505-1|8-47-1344-1|8-48-1459-1|1-16-1103-3|1-16-821-1|1-16-1109-1|1-20-2120-1|8-47-692-2|8-47-1263-1|1-87-658-1|1-16-1166-1
29,8-45-563-6,"What are the fees for obtaining a permit to transport timber using different types of vehicles, and which modes of transport are exempt from fees?",0,0,1,1,1,12-70-1159-3|12-70-1159-1|12-70-1429-1|12-70-1159-2|8-45-563-6|8-45-563-3|8-45-563-5|8-45-563-4|8-45-563-1|12-70-1429-2|8-45-563-2|12-70-1144-5|4-27-464-2|12-70-1431-1|12-70-1144-3
30,8-47-1264-2,What types of advisory services are provided by the Horticulture Research and Development Institute (HORDI) to solve farmers&#39; problems?,0,1,1,1,1,8-47-1264-1|8-47-1264-2|8-47-1264-4|8-47-1638-1|8-47-1264-3|8-47-1265-2|8-47-1263-1|8-47-1263-3|8-47-1263-2|8-47-1262-1|8-47-1265-1|8-47-1262-2|8-48-1280-1|8-47-1266-1|8-47-1265-3
31,8-47-1284-1,"What are the fees for obtaining a plant product import permit, and where can I obtain the application?",1,1,1,1,1,8-47-1284-1|11-68-1216-2|10-57-1279-1|8-48-687-1|10-59-435-5|8-47-817-1|10-57-433-3|10-57-429-3|10-57-428-3|10-57-431-3|12-70-1429-1|10-57-1290-1|8-47-1768-3|8-45-1112-1|8-47-1284-3
32,8-47-1206-1,What qualifications do entrepreneurs need to obtain Mahaweli skilled labor?,1,1,1,1,1,8-47-1206-1|1-16-1210-1|6-86-1210-1|8-48-1210-1|8-47-1208-1|7-41-1210-1|1-16-781-1|6-35-1274-1|6-36-1274-1|1-16-782-1|6-36-1273-1|12-70-1144-1|3-25-809-2|1-16-619-1|10-55-1275-1
33,8-48-1563-1,Who is eligible to apply for the Farmer Training Program in Export Agricultural Crops (EAC)?,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1563-2|8-47-1344-1|8-48-1505-1|8-48-829-2|8-44-1327-1|8-48-1504-1|8-48-1459-1|8-47-692-1|8-46-1599-1|8-48-1581-1|8-48-690-1|11-67-1343-1|6-86-690-1
34,8-44-1327-3,Who is the head of the center for the “Certification for Pesticide Dealers” service?,0,1,1,1,1,8-44-1327-2|8-44-1327-3|8-44-688-3|8-44-1327-1|8-44-688-1|8-48-1330-1|8-44-688-2|8-48-687-2|8-48-1308-1|8-48-1581-1|8-47-699-2|8-47-1314-1|8-48-1504-2|8-47-1307-3|10-57-428-1
35,8-47-1770-1,What is the processing time for obtaining approval for the import of meat and meat products (excluding poultry)?,1,1,1,1,1,8-47-1770-1|8-47-1776-1|8-47-1770-2|8-47-1776-2|8-47-1770-3|8-47-1768-3|8-47-1781-2|8-47-1775-1|8-47-1768-1|8-47-1781-1|8-47-1780-1|8-47-1777-1|8-47-1771-1|8-47-1284-1|8-47-1768-4
36,8-47-1344-1,Who is eligible for training in AV teaching aids and presentation technology?,1,1,1,1,1,8-47-1344-1|1-16-620-1|1-16-944-2|1-16-783-1|1-16-944-4|1-16-777-1|1-16-820-1|1-16-1166-1|1-16-1103-2|6-86-690-1|1-16-938-2|1-16-782-1|10-94-2102-2|1-16-1103-4|6-37-17-2
37,8-47-1307-2,What is the main service provided by SCPPC-Plant Quarantine and where are its airport locations located in Sri Lanka?,1,1,1,1,1,8-47-1307-2|8-47-1307-3|8-47-1307-1|8-44-1327-2|8-47-1324-2|8-48-1308-1|6-37-387-1|8-47-1320-3|6-37-387-2|8-47-1314-1|8-44-688-1|8-48-1330-1|8-47-1306-1|5-31-1326-1|8-44-1327-3
38,8-44-929-2,"If an applicant for the Weights, Measures and Weighing or Measuring Instruments Dealers Registration Service submits their application by mail, what is the approximate time it takes to obtain the license?",1,1,1,1,1,8-44-929-2|10-88-927-3|10-88-929-1|8-44-929-1|10-88-929-2|8-44-927-3|5-28-859-2|8-44-929-3|10-88-932-6|10-88-932-2|10-57-859-2|10-88-933-2|10-65-404-3|5-28-933-2|10-88-927-2
39,8-47-1893-1,What are the requirements for registering ownership of rubber plantations for lands that have not been previously registered under the Rubber Control Act?,1,1,1,1,1,8-47-1893-1|10-58-593-3|10-55-1146-1|12-70-622-4|12-70-1144-1|8-45-1113-2|12-70-1144-5|2-21-599-1|2-22-712-1|2-21-1622-1|12-70-1144-4|2-21-2274-2|10-56-1174-1|3-26-1156-5|12-70-1427-1
40,8-47-1320-3,What is the seed certification fee for potato crops?,1,1,1,1,1,8-47-1320-3|8-47-1320-2|8-47-1322-1|8-47-1324-2|8-47-1222-1|8-47-1258-1|5-31-1326-1|8-44-1325-1|8-47-1324-1|8-44-1327-2|5-31-1323-1|8-47-1307-1|8-47-1320-1|8-47-1281-2|8-47-1262-1
41,8-44-1269-6,"What is the email address of Ms. Nilupul de Silva, the Head of the Education Sector Team?",0,0,0,1,1,10-55-1269-8|10-59-1269-7|11-67-1269-7|10-62-1269-7|11-67-1269-6|10-89-1269-7|8-44-1269-6|10-55-1269-7|8-44-1270-3|8-44-1269-5|10-57-1270-3|7-43-1270-3|10-59-1270-3|4-97-1478-1|1-16-2254-1
42,8-47-1262-3,"Which department and institution is responsible for providing mushroom mother cultures and seeds, and what is their contact phone number?",1,1,1,1,1,8-47-1262-3|4-91-714-2|8-47-1264-2|8-47-1265-2|8-47-1262-2|8-47-1264-4|8-47-693-2|8-47-1265-3|8-47-1264-3|8-47-1263-2|5-32-706-2|8-47-817-2|8-47-1262-1|8-47-1263-3|8-47-1324-2
43,8-47-1775-1,"Who is the officer in charge of the service for granting approval for the import of day-old chicks, live chickens and other birds, and what is her phone number?",0,1,1,1,1,8-47-1776-2|8-47-1775-1|8-47-1780-2|8-47-1768-4|8-47-1768-1|8-47-1774-2|8-47-1777-1|8-47-815-2|8-47-1769-2|10-94-2232-2|8-47-693-2|8-47-1768-2|8-47-816-2|10-62-1276-4|8-47-1776-1
44,8-47-692-2,Who is the officer in charge of the Agricultural Enterprise Development Training Service and what are the contact details for that service location?,1,1,1,1,1,8-47-692-2|8-47-1346-2|8-47-693-2|8-48-1581-2|8-48-1563-2|8-48-829-2|8-47-692-1|8-44-1327-3|8-48-1350-1|6-86-691-4|8-48-687-2|8-48-1581-1|8-48-1350-2|8-48-691-3|8-47-1344-1
45,8-48-691-1,How are the Central Scholarships for Government Officials in Agriculture awarded and which department conducts the competitive examination?,1,1,1,1,1,8-48-691-1|6-86-691-1|8-48-691-3|6-86-691-3|8-48-691-2|8-48-828-3|8-48-690-1|8-47-817-1|8-47-1348-1|8-47-1254-1|8-47-1638-1|6-86-690-2|8-47-699-1|3-25-806-1|12-92-881-1
46,8-47-1781-2,"What is the process for obtaining an animal feed production license after submitting the application, and how long does it usually take for initial registration?",1,1,1,1,1,8-47-1781-2|8-47-1781-1|8-47-1780-1|8-47-1781-3|8-47-1783-1|8-44-929-2|8-47-1775-1|8-47-1776-1|8-47-1782-3|8-47-816-1|8-47-815-1|8-47-1778-1|8-47-1777-1|8-47-1769-1|8-44-927-3
47,8-48-828-4,"What are the key approval requirements before establishing a private processing center, especially regarding building construction and equipment procurement?",1,1,1,1,1,8-48-828-4|8-48-828-3|8-46-1599-1|3-26-1156-5|8-48-828-2|8-46-1599-2|10-57-1290-1|10-57-1645-1|11-67-1645-1|11-66-750-1|10-57-1285-1|10-55-1288-1|10-62-1272-1|10-57-1279-1|10-58-593-3
48,8-44-688-2,What are the different fees applicable for pesticide registration services?,1,1,1,1,1,8-44-688-2|8-44-688-3|8-44-688-1|8-44-1327-2|8-48-1330-1|8-44-1327-1|8-47-1782-3|8-44-929-3|10-55-818-3|10-57-431-3|8-44-927-4|5-29-487-4|2-21-1622-1|10-65-408-6|8-48-686-3
49,8-45-1113-3,"When submitting an application for a trade license for sand and exportable minerals, what are the essential requirements regarding the application and possible exceptions?",1,1,1,1,1,8-45-1113-3|8-45-1113-1|8-45-1113-2|10-57-1290-3|10-60-524-1|10-58-593-3|1-16-782-3|8-45-1112-2|10-57-1285-3|11-67-1645-1|8-45-1114-2|10-57-433-1|10-57-1278-5|10-89-1269-8|12-70-622-4
50,8-48-828-1,Which groups are eligible to receive post-harvest technical investment support to establish group processing centers?,1,1,1,1,1,8-48-828-1|8-48-828-3|8-48-828-2|8-46-1599-1|8-46-1599-2|8-48-828-5|8-44-1269-5|8-46-827-1|8-44-1269-3|8-46-826-1|8-44-1269-6|10-62-1269-4|10-59-1269-4|8-44-1270-3|10-57-1290-1
51,8-46-826-1,What is the Investment Support Service for Export Agricultural Crops for New Cultivation/Re-cultivation about and who is eligible to apply?,1,1,1,1,1,8-46-826-1|8-48-828-1|8-46-826-2|8-46-1599-1|8-46-1599-2|8-44-1269-5|8-47-693-1|8-48-828-3|8-46-827-1|8-48-1504-1|8-46-827-3|3-25-806-1|8-48-1350-1|8-47-1264-1|8-46-827-2
52,8-47-1204-1,What is the procedure for acquiring land for agricultural purposes and what documents are required?,0,1,1,1,1,8-47-693-1|8-47-1204-1|2-21-598-1|10-58-593-3|8-45-1113-2|2-21-598-3|2-21-604-1|2-21-599-1|2-21-598-2|8-45-1112-2|3-25-806-2|2-22-712-1|10-58-595-1|8-47-699-1|2-21-594-1
53,8-48-1280-1,Who is eligible to receive the field problem solving service provided by FCRDI?,0,1,1,1,1,8-48-1280-2|8-48-1280-1|8-47-1301-1|8-47-1281-2|8-48-1282-1|8-47-1264-1|8-47-1263-1|8-47-1638-1|8-47-1265-1|8-47-1301-2|8-48-1282-2|11-67-1343-1|8-48-1504-1|8-47-1262-1|8-47-1344-1
54,8-47-1281-2,How much does it cost per kilogram to buy corn maternal lines?,1,1,1,1,1,8-47-1281-2|8-46-827-2|8-46-830-1|5-28-419-2|8-47-1320-3|8-47-1222-1|8-46-827-3|8-46-826-1|8-47-817-1|4-91-1164-1|8-46-827-1|8-48-1563-2|8-47-816-2|10-62-1276-2|8-44-1269-6
55,8-47-1254-1,What is the name of the institution responsible for providing the RRDI-Rice service?,1,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|2-22-712-2|7-43-877-1|7-43-701-2|3-25-806-1|8-44-1270-3|7-43-1270-3|2-75-2283-1|2-22-712-1|8-47-1342-1|2-22-710-2
56,8-47-1781-3,"Who is the official responsible for licensing the production or import of animal feed, and what are their contact details?",1,1,1,1,1,8-47-1781-3|8-47-1781-1|8-47-1780-2|8-47-1781-2|8-47-1780-1|8-47-1768-4|8-47-1768-1|8-47-1770-2|8-47-1775-1|8-47-1768-2|8-47-1774-2|8-47-1768-3|8-47-1776-2|8-47-1776-1|10-57-428-1
57,8-45-563-5,Which government departments are responsible for issuing permits for the transportation of limited or unrestricted timber?,0,0,0,1,1,12-70-1159-3|12-70-1159-2|12-70-1159-1|12-70-1429-2|8-45-563-6|8-45-563-1|8-45-563-4|8-45-563-5|8-45-563-3|8-45-563-2|12-70-1431-1|12-70-1429-1|12-70-1144-5|12-70-1431-2|12-70-1427-1
58,8-47-1771-1,What certificates or documents are required to obtain approval for the import of frozen fish and fish products?,1,1,1,1,1,8-47-1771-1|8-47-1769-2|8-47-1769-1|8-47-1770-2|8-47-1776-1|8-47-1774-1|10-57-1278-4|8-47-1770-1|10-57-414-1|8-47-1284-2|8-47-1774-2|3-25-808-3|10-57-428-1|8-47-1773-1|8-47-1776-2
59,8-48-1562-1,Who is eligible to apply for the Cinnamon Crushing Training Program and how can they apply for this service?,1,1,1,1,1,8-48-1562-1|8-48-1562-2|8-48-1505-1|8-48-1504-1|6-37-17-2|8-48-829-1|8-46-826-1|8-47-1263-1|8-48-1563-1|7-43-877-1|1-16-783-1|8-47-1780-2|8-47-692-1|8-48-1581-1|11-68-729-1
60,3-25-809-3,What types of collateral are acceptable for Agri Navodaya loans for agribusinesses?,1,1,1,1,1,3-25-809-3|3-25-809-2|3-25-806-1|3-25-2368-1|3-25-806-2|3-25-1860-1|3-25-807-2|3-25-2368-4|3-25-809-1|3-25-2368-3|3-25-761-1|3-25-808-3|8-47-1204-1|3-25-814-1|8-48-828-3
61,3-90-1790-2,What is the main objective of the Construction Guarantee Trust/Fund (CGF)?,1,1,1,1,1,3-90-1790-2|6-35-1790-2|10-61-1790-1|3-90-1790-1|10-61-1790-2|6-35-1790-1|10-61-1790-4|3-90-1790-4|6-35-1790-3|10-61-1790-3|3-90-1790-3|2-75-2283-1|2-21-598-3|10-59-1269-9|10-57-1270-3
62,3-24-725-2,What are the maximum amounts that can be withdrawn from savings accounts through post offices and sub-post offices?,1,1,1,1,1,3-24-725-2|3-24-724-1|3-24-727-1|3-24-1857-1|3-24-725-1|3-24-724-2|3-24-723-1|11-66-718-1|3-24-1836-1|3-90-805-3|11-66-719-1|11-66-718-2|3-24-1848-1|3-24-726-1|3-24-1852-1
63,3-25-567-3,Who approves the income statement application based on the applicant&#39;s income level?,0,0,1,1,1,2-21-670-1|3-25-567-1|6-93-842-3|3-25-567-3|3-25-567-2|3-24-799-1|10-61-762-2|3-25-666-1|3-24-799-3|6-38-851-2|6-38-850-2|6-38-851-3|2-21-605-1|11-66-719-1|3-25-844-1
64,3-90-805-3,What happens to the account balance after the death of a joint account holder?,1,1,1,1,1,3-90-805-3|3-90-805-2|6-38-852-1|3-24-1836-1|3-24-799-3|6-38-852-2|3-24-1852-1|3-24-799-6|3-24-799-1|9-52-584-5|3-24-800-1|3-90-805-1|3-24-799-4|3-24-799-2|10-89-1224-3
65,3-24-1856-1,What are the eligibility criteria and required documents to open a Manavi – Women&#39;s Savings Account?,1,1,1,1,1,3-24-1856-1|3-24-1836-1|3-24-1852-2|3-24-1857-1|3-24-800-1|3-24-801-3|3-24-1848-1|3-24-802-1|3-24-801-1|3-24-799-1|3-24-800-3|3-24-801-2|3-24-799-2|3-24-723-1|3-24-803-2
66,3-25-567-4,"What is the eligibility and payment structure for the Income Statement Service, and what is the consequence of not submitting supporting documents?",0,0,0,0,0,6-93-842-3|10-89-1224-4|2-21-670-1|10-89-1224-3|3-24-724-1|6-38-850-1|6-38-849-1|3-24-799-2|3-25-807-2|2-21-604-1|6-38-851-2|11-66-719-1|2-21-594-2|3-25-567-1|5-29-487-5
67,3-25-812-1,What is the value requirement of project assets to qualify for the Small and Medium Enterprise (SME) Loan Scheme?,1,1,1,1,1,3-25-812-1|3-25-1860-1|3-25-811-1|3-25-807-2|10-62-1269-3|3-25-807-1|10-58-593-3|3-25-807-3|3-25-1859-1|10-55-1269-3|10-59-1269-3|10-89-1269-3|3-25-1860-2|3-25-808-2|3-25-808-3
68,3-24-1852-1,"What insurance benefits are offered with the Door to Door Daily Savings Account, what is the eligibility for those benefits and what is the activation period?",1,1,1,1,1,3-24-1852-1|3-24-1852-2|3-24-1852-3|3-24-1857-1|3-24-1836-1|3-24-801-3|3-24-1848-1|3-24-800-1|3-24-799-1|3-24-803-2|3-24-1856-1|3-24-725-1|3-24-723-1|3-24-726-1|3-24-801-2
69,3-90-1837-1,Who is the Assistant Director (Administration and Development) of &#39;Sausiripaya&#39;?,1,1,1,1,1,3-90-1837-1|4-91-714-2|2-75-2283-2|7-43-701-2|8-44-1327-3|8-47-1346-2|10-59-1269-7|10-61-762-3|5-30-1333-1|8-47-1346-1|8-47-1344-1|2-22-700-3|10-62-1269-7|10-57-1270-3|2-22-1374-2
70,3-26-1156-1,Where should expired excise license renewal applications be submitted?,1,1,1,1,1,3-26-1156-1|3-26-1156-6|3-26-1156-3|3-26-1156-4|10-65-397-3|3-26-1156-5|10-65-397-1|11-68-931-4|10-65-397-2|3-26-1156-8|10-65-398-3|3-26-1156-2|10-65-402-2|10-65-390-3|12-70-622-2
71,3-24-723-1,What additional documents are required to open a savings account?,0,0,1,1,1,3-24-1836-1|3-24-803-2|3-24-1852-2|3-24-723-1|3-24-800-1|3-24-1857-1|3-24-800-3|3-24-1852-3|3-24-801-3|3-24-1836-2|3-24-1856-1|3-24-803-3|3-24-803-1|3-24-726-1|3-24-1848-1
72,3-25-1861-2,What types of collateral are acceptable for obtaining a personal loan?,0,1,1,1,1,3-25-1861-1|3-25-1861-2|3-25-1860-1|3-25-807-2|3-25-809-3|3-25-813-2|3-25-761-1|3-25-808-3|3-25-2368-1|3-25-1860-4|3-25-1860-3|3-25-807-1|3-25-2368-4|3-25-806-1|3-25-806-2
73,3-26-866-1,What is the eligibility criteria for changing the name or address of an already issued TIN certificate?,1,1,1,1,1,3-26-866-1|3-26-864-2|5-31-1131-1|3-24-799-3|3-26-864-1|9-50-1561-1|3-26-864-3|10-65-404-2|10-65-404-1|6-86-1126-1|6-34-845-1|10-65-393-4|10-57-411-1|2-23-755-1|9-51-583-4
74,3-24-799-6,"If the validity period of a check is not clearly printed on it, what is its standard validity period?",1,1,1,1,1,3-24-799-6|10-65-415-4|10-59-435-5|10-65-424-5|10-57-428-3|9-54-485-8|10-65-426-3|5-29-486-4|10-57-409-3|5-31-469-4|10-55-933-4|10-57-410-2|5-28-859-3|10-60-1141-5|10-65-420-6
75,3-82-1862-1,What are the main features of the vehicle leasing facility?,1,1,1,1,1,3-82-1862-1|10-58-593-2|10-65-424-2|5-32-706-1|10-65-425-3|2-21-594-2|10-58-559-7|10-65-415-2|11-68-648-1|10-65-424-1|10-65-587-1|10-65-408-2|3-25-1860-2|10-64-586-2|2-22-708-2
76,3-25-807-2,What are the eligibility criteria for the Comprehensive Loan Scheme for Small Enterprise Development (SED)?,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-807-3|3-25-813-1|3-25-811-1|3-25-806-1|3-25-806-2|3-25-1859-1|3-25-1861-1|3-25-807-1|3-25-809-3|3-25-808-2|8-47-692-1|3-25-761-2
