question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
11,8-48-829-2,How to apply for EAC related in-service training?,1,1,1,1,1,8-48-829-2|8-48-829-1|8-48-1563-2|8-48-1563-1|8-48-1505-1|8-47-1344-1|1-16-1103-3|1-16-781-1|8-48-1459-1|1-16-773-1|1-16-1103-2|1-16-783-1|6-86-768-1|12-70-768-1|1-16-777-2
12,8-44-927-2,"What is the step-by-step process for registering manufacturers of weights, measures and weighing or measuring instruments?",0,1,1,1,1,10-88-929-1|8-44-927-2|8-44-929-1|10-88-927-2|10-55-933-3|10-88-933-3|10-88-932-2|10-88-927-4|10-88-927-3|8-44-927-3|5-28-933-3|8-44-927-4|8-44-929-2|10-88-927-1|8-44-927-1
13,8-48-1562-2,What is the fee for taking the Cinnamon Peel Training Program?,1,1,1,1,1,8-48-1562-2|8-48-1562-1|8-48-1505-1|6-37-17-2|1-16-614-3|8-48-1563-2|10-57-412-4|10-94-2102-1|10-57-414-4|1-16-777-2|8-47-1263-1|4-27-454-2|8-48-1330-1|7-43-1270-2|10-55-1269-5
14,8-47-1263-3,Under which major category are training programs for horticultural crops provided by HORDI?,0,1,1,1,1,8-47-1263-2|8-47-1263-3|8-47-1263-1|8-47-1264-2|8-47-1262-1|8-47-1262-2|8-47-1264-1|8-47-1264-4|8-47-1264-3|8-47-1638-1|8-47-1262-3|8-47-1265-2|8-47-1266-1|8-47-1265-3|8-48-1563-1
15,8-47-1768-2,Who should I contact for information regarding importing pets and what are their contact details?,1,1,1,1,1,8-47-1768-2|8-47-1768-1|8-47-1768-4|8-47-1780-2|8-47-1768-3|8-47-1770-2|8-47-1774-2|8-47-1776-2|8-47-1775-1|8-47-1770-3|8-47-1774-1|8-47-1772-1|8-47-1770-1|10-57-428-1|8-47-1769-2
16,8-47-1768-1,Who is the designated officer responsible for the Pet Import Service?,1,1,1,1,1,8-47-1768-1|8-47-1780-2|8-47-1774-2|8-47-1776-2|8-47-1768-3|8-47-1768-4|8-47-1768-2|8-47-1770-2|12-72-1099-2|10-57-428-1|10-59-435-2|10-59-435-1|8-47-1781-3|8-47-1782-4|8-47-1769-2
17,8-47-693-2,"What is the main service provided under the main division &#39;Agriculture, Animal Husbandry and Fisheries&#39;? Which division&#39;s key personnel are responsible for this service?",0,0,0,0,0,8-47-1346-2|8-47-1178-1|8-47-1780-2|8-47-692-2|8-47-1638-1|8-47-1263-1|8-47-1782-4|8-47-1264-2|8-48-1350-1|8-47-1264-1|8-47-1349-2|8-47-1769-2|8-47-1781-3|8-48-828-2|8-47-815-2
18,8-44-1270-3,"Who is the Executive Director responsible for investment projects in the agricultural sector, which falls under the main category of Agriculture, Livestock and Fisheries, and what is his email address?",0,1,1,1,1,8-44-1269-5|8-44-1270-3|8-47-693-2|8-44-1269-6|8-47-1178-1|8-47-1204-1|8-47-1263-1|8-47-1638-1|8-47-1346-2|8-44-1269-1|10-59-1270-3|8-47-817-2|8-47-1349-2|8-47-692-2|10-57-1270-3
19,8-47-1321-1,What are the fees for obtaining nursery registration and fruit planting material certification under SCPPC-Seed Registration Certification Service?,1,1,1,1,1,8-47-1321-1|8-44-1325-1|8-47-1324-2|8-47-1320-3|8-47-1322-1|8-47-1324-1|8-47-1320-2|5-31-1326-1|8-47-1320-1|8-44-1327-2|8-48-1330-1|8-44-688-2|8-47-1306-1|8-47-1307-1|5-31-1323-1
20,8-48-697-2,"What is the email address of Dr. Harsha Kadupitiya, Director of the &#39;Geographic Information Mapping&#39; service?",1,1,1,1,1,8-48-697-2|11-67-1117-2|11-67-1115-2|8-47-693-2|10-94-2232-2|12-95-1118-2|10-94-2232-3|1-16-1423-3|4-91-714-2|8-47-699-2|8-48-694-2|8-47-1252-1|2-22-700-4|11-67-1115-1|10-94-2097-2
21,8-47-817-1,What is the fee for receiving 1-4 tons of fertilizer?,1,1,1,1,1,8-47-817-1|8-47-1265-1|8-47-1262-1|8-48-1282-1|2-21-605-2|11-66-733-1|10-57-1645-2|8-47-1301-1|8-46-827-3|8-47-1222-1|8-48-1581-2|8-44-1270-2|2-21-604-2|8-44-1269-4|8-44-688-2
22,8-47-1259-1,Who can benefit from the RRDI-Rice service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|7-43-877-1|3-25-806-1|8-46-826-1|8-46-827-1|12-92-881-1|8-46-827-2|2-22-712-1|8-46-827-3|6-37-375-2|7-41-1642-1
23,8-47-1776-1,How long does it take to obtain approval to import chicken meat and chicken meat products?,0,0,1,1,1,8-47-1770-1|8-47-1770-2|8-47-1776-2|8-47-1776-1|8-47-1781-2|8-47-1768-3|8-47-1775-1|8-47-1770-3|8-47-1768-1|8-47-1284-1|8-47-1768-4|8-47-1777-1|10-65-415-4|8-47-1771-1|8-47-1768-2
24,8-46-827-1,What are the eligibility criteria for farmers or plantations for assistance to improve the productivity of low-productivity export agricultural crop lands?,1,1,1,1,1,8-46-827-1|8-46-827-2|8-46-826-1|8-48-828-1|8-46-827-3|8-47-693-1|8-48-828-3|8-45-1113-1|7-41-2284-1|8-47-693-2|2-21-598-1|8-47-1204-1|2-75-2283-1|8-46-826-2|8-47-699-1
25,8-47-1252-1,Who are the main beneficiaries of the RRDI-Rice service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|3-25-806-1|7-43-1270-3|7-43-877-1|8-46-827-2|7-43-701-2|8-44-1270-3|2-21-2274-2|10-59-1270-3|11-67-1269-7|11-67-1269-6
26,8-47-1264-1,What is the fee for availing horticultural crop advisory services provided by HORDI?,1,1,1,1,1,8-47-1264-1|8-47-1262-1|8-47-1638-1|8-47-1263-1|8-47-1265-1|8-47-1264-2|8-47-1266-1|8-47-1264-4|8-47-1265-2|8-47-1262-2|8-47-1264-3|8-47-1263-2|8-47-1263-3|8-47-1262-3|8-47-1265-3
27,8-47-699-1,How can I apply for soil conservation advice?,0,1,1,1,1,8-47-699-2|5-29-698-1|8-47-699-1|8-45-1113-2|10-58-595-1|8-45-1110-2|8-47-1265-1|8-48-694-2|2-21-598-3|8-45-1112-2|8-48-1282-1|8-47-1301-1|8-47-1301-2|8-48-1282-2|2-21-598-2
28,8-48-829-1,"What is the nature of the EAC in-service training program? What are its location, duration, and facilities provided?",1,1,1,1,1,8-48-829-1|8-48-829-2|8-48-1563-2|8-48-1563-1|8-48-1505-1|8-47-1344-1|8-48-1459-1|1-16-1103-3|1-16-1606-1|6-37-17-2|1-16-1109-1|1-16-821-1|1-20-2120-1|1-16-781-1|1-16-773-1
29,8-45-563-6,"What are the fees for permits to transport timber using different types of vehicles, and which modes of transport have no fees?",0,0,1,1,1,12-70-1159-3|12-70-1159-1|12-70-1429-1|12-70-1159-2|8-45-563-6|8-45-563-3|12-70-1429-2|8-45-563-1|8-45-563-5|8-45-563-4|12-70-1144-3|12-70-1431-1|4-27-464-2|8-45-563-2|10-57-465-1
30,8-47-1264-2,What are the advisory services provided by Horticultural Crops Research and Development Institute (HORDI) to solve farmers&#39; problems?,1,1,1,1,1,8-47-1264-2|8-47-1264-1|8-47-1264-4|8-47-1638-1|8-47-1264-3|8-47-1265-2|8-47-1262-1|8-47-1263-1|8-47-1263-2|8-47-1263-3|8-47-1262-2|8-47-1265-1|8-47-1262-3|8-47-1266-1|8-48-1280-1
31,8-47-1284-1,What are the fees for obtaining a plant material import permit and where can I obtain the application form?,1,1,1,1,1,8-47-1284-1|8-47-817-1|8-48-687-1|11-68-1216-2|10-59-435-5|8-45-1113-3|12-70-1429-1|10-57-433-3|8-45-1112-1|10-57-1279-1|10-57-1290-1|10-89-1269-8|10-57-429-3|10-57-1287-1|10-55-1269-9
32,8-47-1206-1,What qualifications are required for entrepreneurs to hire skilled workers in Mahaweli?,1,1,1,1,1,8-47-1206-1|1-16-1210-1|6-86-1210-1|8-48-1210-1|8-47-1208-1|7-41-1210-1|6-35-1274-1|6-36-1274-1|10-62-1274-1|10-59-1274-1|1-16-782-1|12-70-1144-1|10-55-1275-1|6-36-1273-1|1-16-781-1
33,8-48-1563-1,Who is eligible to apply for the Export Agricultural Crops (EAC) Agricultural Training Program?,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1563-2|8-47-1344-1|8-48-1505-1|8-48-829-2|8-48-1459-1|8-44-1327-1|8-46-1599-1|8-47-692-1|8-48-1581-1|8-48-690-1|6-86-690-1|8-48-1504-1|10-94-2102-2
34,8-44-1327-3,Who is the head of the center for the “Certification for Pesticide Dealers” service?,0,1,1,1,1,8-44-1327-2|8-44-1327-3|8-44-688-3|8-44-1327-1|8-44-688-1|8-48-1330-1|8-44-688-2|8-48-687-2|8-48-1308-1|8-48-1581-1|8-47-699-2|8-47-1314-1|8-48-1504-2|8-47-1307-3|10-57-428-1
35,8-47-1770-1,What is the service period for obtaining approval to import meat and meat products (except poultry meat)?,1,1,1,1,1,8-47-1770-1|8-47-1776-2|8-47-1770-2|8-47-1776-1|8-47-1770-3|8-47-1775-1|8-47-1768-3|8-47-1768-4|8-47-1768-1|8-47-1777-1|8-47-1782-3|8-47-1771-1|8-47-1772-1|8-47-1774-1|8-47-1773-1
36,8-47-1344-1,Who is eligible for training on AV teaching aids and presentation technology?,1,1,1,1,1,8-47-1344-1|1-16-944-2|1-16-620-1|1-16-783-1|1-16-944-4|1-16-777-1|1-16-1166-1|1-16-1103-2|1-16-820-1|1-16-938-2|10-94-2102-2|6-86-690-1|1-16-1103-4|1-16-782-1|11-67-1345-1
37,8-47-1307-2,What is the main service provided by SCPPC-Plant Quarantine and where are its airport stations located in Sri Lanka?,1,1,1,1,1,8-47-1307-2|8-47-1307-3|8-47-1307-1|8-44-1327-2|8-47-1324-2|8-47-1320-3|8-48-1308-1|6-37-387-1|6-37-387-2|8-47-1314-1|8-48-1330-1|8-47-1306-1|8-44-688-1|5-31-1326-1|8-44-1327-3
38,8-44-929-2,"What is the approximate time frame for obtaining a license if an applicant submits their form by mail for the Registration of Sellers of Weights, Measures and Weighing or Measuring Instruments Service?",0,1,1,1,1,10-88-929-1|8-44-929-2|8-44-929-1|10-88-927-3|10-88-929-2|8-44-927-3|8-44-929-3|10-88-933-2|5-28-933-2|5-28-859-2|10-88-932-6|10-88-932-2|10-88-927-2|10-55-933-2|5-28-933-4
39,8-47-1893-1,What are the requirements for registering ownership of rubber plantations for previously unregistered lands under the Rubber Control Act?,1,1,1,1,1,8-47-1893-1|10-55-1146-1|10-58-593-3|12-70-622-4|12-70-1144-1|2-22-712-1|12-70-1144-5|2-21-599-1|8-45-1113-2|2-21-2274-2|12-70-1144-4|2-21-671-1|3-26-1156-7|2-21-1622-1|12-70-1427-1
40,8-47-1320-3,How much is the seed certification fee for potato crops?,1,1,1,1,1,8-47-1320-3|8-47-1320-2|8-47-1322-1|8-47-1324-2|8-47-1222-1|8-47-1258-1|8-44-1325-1|5-31-1326-1|8-44-1327-2|8-47-1324-1|8-47-1307-1|8-47-1281-2|8-47-1262-1|5-31-1323-1|8-47-1320-1
41,8-44-1269-6,"What is the email address of Ms. Nilupul de Silva, Head of the Education Department?",0,0,0,1,1,4-97-1478-1|11-67-1269-7|10-55-1269-8|4-91-714-2|10-59-1269-7|1-16-2254-1|1-16-786-1|10-62-1269-7|1-16-1423-3|8-44-1269-6|10-94-2097-2|10-94-2092-3|4-91-630-1|10-89-1269-7|11-67-1269-6
42,8-47-1262-3,"Which department and company is responsible for providing mushroom mother cultures and spawns, and what is their contact phone number?",1,1,1,1,1,8-47-1262-3|4-91-714-2|8-47-1264-2|8-47-693-2|8-47-1265-2|8-47-1264-4|8-47-1265-3|8-47-817-2|8-47-1262-2|8-47-1264-3|12-70-1209-3|12-71-1209-2|10-62-1211-1|8-47-1263-2|8-47-1307-2
43,8-47-1775-1,"Who is the officer responsible for the approval service for the import of day-old chicks, live chickens and other birds, and what is his contact number?",0,1,1,1,1,8-47-1776-2|8-47-1775-1|8-47-1780-2|8-47-1774-2|8-47-1768-4|8-47-1768-1|8-47-815-2|8-47-1769-2|8-47-1777-1|8-47-1768-2|8-47-1776-1|8-47-1768-3|10-94-2232-2|8-47-1778-1|8-47-1779-1
44,8-47-692-2,Who is the officer in charge of the Agricultural Enterprise Development Training Service and what are the contact details of the service provider?,1,1,1,1,1,8-47-692-2|8-47-1346-2|8-48-1581-2|8-44-1327-3|8-48-1563-2|8-47-692-1|8-47-693-2|8-48-829-2|8-48-1581-1|10-94-2102-2|8-48-691-3|8-48-1350-1|8-47-1344-1|8-46-826-2|8-46-827-3
45,8-48-691-1,"How are Central Scholarships for Public Officers in Agriculture awarded, and which department conducts the competitive examination?",1,1,1,1,1,8-48-691-1|6-86-691-1|8-48-691-3|6-86-691-3|8-48-691-2|8-48-828-3|8-48-690-1|6-86-690-2|8-47-1638-1|6-86-691-4|8-46-826-2|8-47-1348-1|8-47-817-1|8-47-699-1|8-47-1344-1
46,8-47-1781-2,"What is the process for obtaining an animal feed production license after submitting an application, and how long does it usually take for initial registration?",1,1,1,1,1,8-47-1781-2|8-47-1781-1|8-47-1780-1|8-47-1781-3|8-47-1783-1|8-44-929-2|8-47-1775-1|8-47-1776-1|8-47-1782-3|8-47-816-1|8-47-815-1|8-47-1777-1|8-47-1778-1|8-44-927-3|8-47-1769-1
47,8-48-828-4,"What are the key approval requirements before establishing a private processing center, especially regarding building construction and equipment procurement?",1,1,1,1,1,8-48-828-4|8-48-828-3|8-46-1599-1|3-26-1156-5|8-48-828-2|8-46-1599-2|10-57-1290-1|10-57-1645-1|11-67-1645-1|11-66-750-1|10-57-1285-1|10-55-1288-1|10-62-1272-1|10-57-1279-1|10-58-593-3
48,8-44-688-2,What are the various fees associated with pesticide registration services?,1,1,1,1,1,8-44-688-2|8-44-688-3|8-44-1327-2|8-44-688-1|8-48-1330-1|8-44-929-3|8-47-1782-3|10-57-431-3|10-55-818-3|8-44-927-4|8-44-1327-1|5-29-487-4|5-28-419-10|9-54-485-9|10-65-408-7
49,8-45-1113-3,"When submitting an application for a trade permit for sand and exportable minerals, what are the essential requirements regarding the application form and possible exceptions?",1,1,1,1,1,8-45-1113-3|8-45-1113-1|8-45-1113-2|1-16-782-3|10-57-1290-3|10-89-1269-8|8-45-1112-2|10-57-1285-3|8-45-1114-2|10-57-1278-5|10-62-1269-8|10-59-1270-4|8-44-1270-4|10-60-524-1|10-55-1269-9
50,8-48-828-1,Which groups are eligible to receive post-harvest technology investment assistance for establishing group processing centers?,1,1,1,1,1,8-48-828-1|8-48-828-3|8-48-828-2|8-46-1599-1|8-46-1599-2|8-44-1269-5|8-46-827-1|8-46-826-1|8-48-828-5|8-44-1269-6|11-67-1343-1|8-44-1269-3|7-41-2284-1|8-48-828-4|10-62-1269-4
51,8-46-826-1,What is the New Planting/Replanting of Export Agricultural Crops Investment Assistance Service about and who is eligible to apply?,1,1,1,1,1,8-46-826-1|8-46-826-2|8-48-828-1|8-44-1269-5|8-46-1599-2|8-46-1599-1|8-48-1504-1|8-44-1269-6|8-46-827-1|8-46-827-3|8-48-1350-1|8-48-828-3|8-48-1581-1|8-47-693-1|2-75-2283-1
52,8-47-1204-1,What is the process for acquiring land for agricultural purposes and what documents are required?,0,1,1,1,1,8-47-693-1|8-47-1204-1|2-21-598-1|10-58-593-3|2-21-598-3|8-45-1113-2|2-21-598-2|2-21-604-1|2-21-599-1|8-45-1112-2|8-47-699-1|2-22-712-1|10-58-595-1|2-21-594-1|8-46-827-3
53,8-48-1280-1,Who is eligible to receive the field problem solving service provided by FCRDI?,0,1,1,1,1,8-48-1280-2|8-48-1280-1|8-47-1301-1|8-47-1281-2|8-48-1282-1|8-47-1264-1|8-47-1263-1|8-47-1638-1|8-47-1265-1|8-47-1301-2|8-48-1282-2|11-67-1343-1|8-48-1504-1|8-47-1262-1|8-47-1344-1
54,8-47-1281-2,How much does it cost to buy one kilogram of corn parent varieties?,1,1,1,1,1,8-47-1281-2|8-46-827-2|8-47-1281-1|5-28-419-2|8-46-826-1|8-46-830-1|10-88-932-5|8-46-827-1|8-47-1320-3|8-47-1222-1|8-47-817-1|8-48-1504-1|8-48-828-3|8-48-1505-1|8-46-827-3
55,8-47-1254-1,What is the name of the company responsible for providing RRDI-Rice service?,0,1,1,1,1,8-47-1252-1|8-47-1254-1|8-47-1259-1|8-47-1222-1|8-47-1258-1|2-22-712-2|10-94-2089-1|8-46-827-2|7-43-877-1|7-43-701-2|2-21-2274-2|8-44-1270-3|8-48-1581-2|3-25-806-1|7-43-1270-3
56,8-47-1781-3,Who is the official responsible for issuing licenses to manufacture or import animal feed and what are their contact details?,1,1,1,1,1,8-47-1781-3|8-47-1781-1|8-47-1781-2|8-47-1780-1|8-47-1780-2|8-47-1768-1|8-47-1768-4|8-47-1770-2|8-47-1768-2|8-47-1775-1|8-47-1768-3|8-47-1776-1|8-47-1782-2|10-57-428-1|8-47-1774-2
57,8-45-563-5,Which government departments issue transportation permits for controlled or uncontrolled trees?,0,0,0,1,1,12-70-1159-3|12-70-1159-2|12-70-1429-2|8-45-563-1|12-70-1159-1|8-45-563-6|8-45-563-4|8-45-563-5|8-45-563-3|8-45-563-2|11-68-1216-1|12-70-1427-1|12-70-1431-2|12-70-1429-1|2-21-564-2
58,8-47-1771-1,What are the certificates or documents required to obtain approval to import frozen fish and fish products?,1,1,1,1,1,8-47-1771-1|8-47-1769-2|8-47-1769-1|8-47-1770-2|8-47-1776-1|8-47-1770-1|8-47-1774-1|10-57-1278-4|8-47-1284-2|10-57-414-1|10-57-428-1|3-25-808-3|8-47-1773-1|8-47-1774-2|8-47-1284-3
59,8-48-1562-1,Who is eligible to apply for the Cinnamon Peeling Training Program and how can they apply for this service?,1,1,1,1,1,8-48-1562-1|8-48-1562-2|8-48-1505-1|8-48-1504-1|6-37-17-2|8-48-829-1|8-48-1563-1|8-48-1581-1|8-47-1263-1|7-43-877-1|8-46-826-1|1-16-779-1|8-47-692-1|1-16-783-1|1-16-781-1
60,3-25-809-3,What are the acceptable collaterals for Krishi Navodaya loans for agribusinesses?,0,1,1,1,1,3-25-809-2|3-25-809-3|3-25-806-1|3-25-2368-1|3-25-809-1|3-25-1860-1|3-25-806-2|3-25-807-2|3-25-814-1|3-25-2368-3|8-47-693-2|3-25-761-1|8-47-1204-1|8-48-828-3|3-25-808-3
61,3-90-1790-2,What is the main objective of the Construction Guarantee Trust/Fund (CGF)?,1,1,1,1,1,3-90-1790-2|6-35-1790-2|10-61-1790-1|3-90-1790-1|10-61-1790-2|6-35-1790-1|10-61-1790-4|3-90-1790-4|6-35-1790-3|10-61-1790-3|3-90-1790-3|2-75-2283-1|2-21-598-3|10-59-1269-9|10-57-1270-3
62,3-24-725-2,What is the maximum amount of money that can be withdrawn from savings accounts through post offices and sub-post offices?,1,1,1,1,1,3-24-725-2|3-24-724-1|3-24-727-1|3-24-1857-1|3-24-725-1|3-24-724-2|11-66-718-1|3-24-723-1|3-24-1836-1|11-66-719-1|3-90-805-3|11-66-717-1|3-24-1852-1|3-24-1848-1|11-66-718-2
63,3-25-567-3,Who approves the income statement form based on the applicant&#39;s income level?,0,1,1,1,1,3-25-567-1|3-24-799-3|3-25-567-3|3-25-567-2|6-93-842-3|3-24-799-2|3-24-799-1|3-25-844-1|2-21-605-1|6-38-850-2|10-89-1224-4|6-38-851-3|2-21-670-1|10-61-762-2|6-38-846-2
64,3-90-805-3,"If a joint account holder dies, what happens to the amount in that account?",1,1,1,1,1,3-90-805-3|3-90-805-2|6-38-852-1|3-24-1852-1|3-24-1836-1|3-24-799-6|3-24-799-3|3-24-799-1|3-24-725-2|6-38-852-2|3-24-800-1|7-41-512-4|7-43-628-2|3-24-799-4|9-52-584-5
65,3-24-1856-1,What are the eligibility requirements and required documents to open a Manavi – Ladies&#39; Savings Account?,1,1,1,1,1,3-24-1856-1|3-24-1852-2|3-24-1836-1|3-24-1857-1|3-24-800-1|3-24-801-3|3-24-1848-1|3-24-802-1|3-24-799-1|3-24-800-3|3-24-801-1|3-24-803-2|3-24-723-1|3-24-1858-2|3-24-801-2
66,3-25-567-4,"What is the eligibility and fee structure for the Income Tax Return Service, and what is the consequence of not submitting supporting documents?",0,0,0,0,0,3-24-724-1|10-89-1224-4|2-21-670-1|6-38-850-1|5-31-730-1|11-66-719-1|3-24-725-1|11-66-718-1|6-38-851-2|11-66-736-1|6-93-842-3|11-67-1116-1|3-24-723-1|11-67-1120-1|6-38-849-1
67,3-25-812-1,What is the value of the project assets to be eligible for the MSME Loan Scheme?,1,1,1,1,1,3-25-812-1|3-25-1860-1|3-25-811-1|3-25-807-1|3-25-808-3|3-25-807-3|6-37-375-10|3-25-814-1|3-25-807-2|10-58-593-1|8-47-1204-1|3-25-808-2|3-25-761-1|10-62-1269-3|8-44-1269-5
68,3-24-1852-1,"What are the insurance benefits offered with the Daily Doorstep Savings Account, and what is the eligibility and activation period for these benefits?",1,1,1,1,1,3-24-1852-1|3-24-1852-2|3-24-1852-3|3-24-1857-1|3-24-1836-1|3-24-1848-1|3-24-1856-1|3-24-800-1|3-24-799-1|3-24-801-3|3-24-726-1|3-24-724-1|3-24-801-2|3-24-801-1|3-24-802-3
69,3-90-1837-1,Who is the Assistant Director (Administration and Development) of &#39;Sausiripaya&#39;?,1,1,1,1,1,3-90-1837-1|4-91-714-2|2-75-2283-2|7-43-701-2|8-44-1327-3|8-47-1346-2|10-59-1269-7|10-61-762-3|5-30-1333-1|8-47-1346-1|8-47-1344-1|2-22-700-3|10-62-1269-7|10-57-1270-3|2-22-1374-2
70,3-26-1156-1,Where should completed applications for renewal of Central Excise License be submitted?,1,1,1,1,1,3-26-1156-1|3-26-1156-5|10-65-397-1|12-70-622-2|10-65-397-3|3-26-1156-3|10-65-397-2|3-26-1156-4|10-65-402-2|3-26-1156-6|11-68-931-2|10-65-397-5|10-65-404-3|10-65-390-3|10-59-435-4
71,3-24-723-1,What supporting documents are required to open a savings account?,0,0,0,1,1,3-24-1836-1|3-24-1852-2|3-24-803-2|3-24-1857-1|3-24-800-1|3-24-800-3|3-24-801-3|3-24-723-1|3-24-1856-1|3-24-1852-3|3-24-803-3|3-24-803-1|3-24-1836-2|3-24-1848-1|3-24-726-1
72,3-25-1861-2,What are the acceptable types of security for obtaining a personal loan?,1,1,1,1,1,3-25-1861-2|3-25-809-3|3-25-1860-3|3-25-1861-1|3-25-807-2|3-25-806-2|3-25-813-2|3-25-808-4|3-25-808-3|3-25-1860-4|3-25-1860-1|3-25-807-3|3-25-807-1|3-25-806-1|6-37-375-7
73,3-26-866-1,What are the eligibility criteria for changing the name or address in an already issued TIN certificate?,1,1,1,1,1,3-26-866-1|3-26-864-2|5-31-1131-1|3-24-799-3|3-26-864-1|9-50-1561-1|10-65-404-2|10-65-404-1|3-26-864-3|6-34-845-1|6-86-1126-1|4-27-1766-1|5-29-487-2|9-51-583-4|10-57-411-1
74,3-24-799-6,"If the validity period is not printed on the check, what is its usual validity period?",1,1,1,1,1,3-24-799-6|10-65-415-4|10-59-435-5|10-65-424-5|9-54-485-8|10-57-428-3|5-31-469-4|5-29-486-4|5-28-859-3|12-70-625-5|10-65-426-3|10-57-409-3|10-55-933-4|10-65-420-6|11-68-931-4
75,3-82-1862-1,What are the key features of a vehicle leasing facility?,1,1,1,1,1,3-82-1862-1|10-58-593-2|5-32-706-1|10-65-424-2|10-65-408-2|2-21-594-2|10-58-559-7|10-58-593-3|2-22-708-2|10-65-425-3|10-65-424-1|10-58-559-1|10-64-586-3|10-65-415-1|3-25-1860-2
76,3-25-807-2,What are the eligibility criteria for the Small Enterprise Development Comprehensive Loan Scheme (SED)?,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-807-3|3-25-811-1|3-25-813-1|3-25-1859-1|3-25-806-2|3-25-807-1|3-25-806-1|8-47-692-1|3-25-1861-1|2-21-598-1|3-24-799-2|3-25-761-2
