context_id,context_title,context_content,main_category_id,main_category_name,sub_category_name,sub_category_id,service_name,service_id,service_link,context_with_metadata
8-47-1252-1,Information on Rice Cultivation Technologies,"To Whom / Beneficiary: Rice growing farmers, agriculture field officers How to obtain the service: For information on new technologies inquire direct from RRDI or extension and training division of the Department of Agriculture or find out through media published or call 1920 toll free service Fees payable to obtain services: Free of charge Time for submitting request: During office hours in working days 8.30am – 4.15 pm Time for supplying the services: Depend on availability The responsible institute: Rice research and Development Institute, Bathalagoda, Ibbagamuwa TP? 037-2259881, 037-2258560, 037-2258561, 037-2258562 email rice@sltnet.lk

Staff Officers in charge of the service:

Name | Designation | Division
--- | --- | ---
Dr. WMJ Bandara | Research Officer | Soil Science
Mr. DN Sirisena | Research Officer | Soil Science
Ms. WMUK Rathnayake | Research Officer | Water Management
Dr. WMW Weerakoon | Research Officer | Agronomy
Mr. KMC Bandara | Research Officer | Agronomy
Mr. SN Jayawardane | Research Officer | Agronomy
Mrs. ASK Abeysekara | Research Officer | Plant protection",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,"RRDI-Rice: Dissemination of proven technologies on Plant Protection, Agronomy, etc.",1252,https://gic.gov.lk/gic/index.php/en/component/info/?id=1252&catid=47&task=info,"Service: RRDI-Rice: Dissemination of proven technologies on Plant Protection, Agronomy, etc.
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Information on Rice Cultivation Technologies
---
To Whom / Beneficiary: Rice growing farmers, agriculture field officers How to obtain the service: For information on new technologies inquire direct from RRDI or extension and training division of the Department of Agriculture or find out through media published or call 1920 toll free service Fees payable to obtain services: Free of charge Time for submitting request: During office hours in working days 8.30am – 4.15 pm Time for supplying the services: Depend on availability The responsible institute: Rice research and Development Institute, Bathalagoda, Ibbagamuwa TP? 037-2259881, 037-2258560, 037-2258561, 037-2258562 email rice@sltnet.lk

Staff Officers in charge of the service:

Name | Designation | Division
--- | --- | ---
Dr. WMJ Bandara | Research Officer | Soil Science
Mr. DN Sirisena | Research Officer | Soil Science
Ms. WMUK Rathnayake | Research Officer | Water Management
Dr. WMW Weerakoon | Research Officer | Agronomy
Mr. KMC Bandara | Research Officer | Agronomy
Mr. SN Jayawardane | Research Officer | Agronomy
Mrs. ASK Abeysekara | Research Officer | Plant protection"
8-47-1264-1,"Eligibility, Process, Fees, and Timeframes","Eligibility: Farmers, Private sector growers

Process of submitting request: by Letter, Email, over the phone or visit the station

Fees payable to obtain services: Free of Charge

Time for submitting the application : Office days 8.30am – 4.15 pm

Time for supplying the services: Depend on the nature of the problem",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,HORDI-Horticultural crops:Advisory Services to solve farmers problem,1264,https://gic.gov.lk/gic/index.php/en/component/info/?id=1264&catid=47&task=info,"Service: HORDI-Horticultural crops:Advisory Services to solve farmers problem
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Eligibility, Process, Fees, and Timeframes
---
Eligibility: Farmers, Private sector growers

Process of submitting request: by Letter, Email, over the phone or visit the station

Fees payable to obtain services: Free of Charge

Time for submitting the application : Office days 8.30am – 4.15 pm

Time for supplying the services: Depend on the nature of the problem"
8-47-699-1,Eligibility and Application Process,"Eligibility: Any person who need the service. Process of submitting applications. (Places from where applications can be obtained, Place, Counter and time at which applications should be submitted.) Service can be obtained by addressing a letter with details to the following address: Additional Director National Resource Management Centre, Sarasavi Mawatha, Peradeniya. Places from where [application form](https://gic.gov.lk/gic/pdf/)s can be obtained: Not Applicable. Fees payable for obtaining [application form](https://gic.gov.lk/gic/pdf/)s: Not Applicable. Time during which application should be submitted: During office hours from 8.30 a.m. to 4.15 p.m. on week days. Fees payable for obtaining the service: Nil. Time need to provide the service (Ordinary service and Priority service): Varies upon the nature of the service required. Supporting documents required: Not applicable. Staff Officers in charge of the service:",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,Receiving Advice for Soil Conservation,699,https://gic.gov.lk/gic/index.php/en/component/info/?id=699&catid=47&task=info,"Service: Receiving Advice for Soil Conservation
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Eligibility and Application Process
---
Eligibility: Any person who need the service. Process of submitting applications. (Places from where applications can be obtained, Place, Counter and time at which applications should be submitted.) Service can be obtained by addressing a letter with details to the following address: Additional Director National Resource Management Centre, Sarasavi Mawatha, Peradeniya. Places from where [application form](https://gic.gov.lk/gic/pdf/)s can be obtained: Not Applicable. Fees payable for obtaining [application form](https://gic.gov.lk/gic/pdf/)s: Not Applicable. Time during which application should be submitted: During office hours from 8.30 a.m. to 4.15 p.m. on week days. Fees payable for obtaining the service: Nil. Time need to provide the service (Ordinary service and Priority service): Varies upon the nature of the service required. Supporting documents required: Not applicable. Staff Officers in charge of the service:"
8-48-829-1,In-Service Training Program on EAC: Eligibility and Nature of the Service,"Who can apply: Farmer Groups, Community Based Organizations, NGOs, groups of Enterpreneurs, Other public/semi public Institutes or Departments who are interested in gaining knowledge on cultivation, processing and marketing of?EAC such as Cinnamon, Pepper, clove, nutmeg, Coffee, Cocoa etc.

Nature of the Service: Training program will be conducted at the In-Service Training Centre located at Elwala, Matale. Program is essentialy residential. Duration vary from 2-5 days. Lectures are conducted by traing officers of the ISTC, Reseach Officers and Assistant Directors. Lectures will folow practical sessions in cultivation plots near to ISTC. Field visits are arranged according to the necessaty. Food and lodging are provided to the trainees.",8,"Agriculture, Livestock & Fisheries",Training & Extension Services,48,Obtaing an In-Service Training on EAC,829,https://gic.gov.lk/gic/index.php/en/component/info/?id=829&catid=48&task=info,"Service: Obtaing an In-Service Training on EAC
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Training & Extension Services
Topic: In-Service Training Program on EAC: Eligibility and Nature of the Service
---
Who can apply: Farmer Groups, Community Based Organizations, NGOs, groups of Enterpreneurs, Other public/semi public Institutes or Departments who are interested in gaining knowledge on cultivation, processing and marketing of?EAC such as Cinnamon, Pepper, clove, nutmeg, Coffee, Cocoa etc.

Nature of the Service: Training program will be conducted at the In-Service Training Centre located at Elwala, Matale. Program is essentialy residential. Duration vary from 2-5 days. Lectures are conducted by traing officers of the ISTC, Reseach Officers and Assistant Directors. Lectures will folow practical sessions in cultivation plots near to ISTC. Field visits are arranged according to the necessaty. Food and lodging are provided to the trainees."
8-45-563-6,"සීමාවලට යටත් වන ගස් (Part 2), සේවය සඳහා ගෙවීම සහ වගකීම","සටහන
කලින් කලට ,දිස්ත්‍රික්කයෙන් දිස්ත්‍රික්කයට වෙනස්විය හැකිය.
කොටස් ගාන ලද දැව අලූත් ලී බඩු ජනෙල් රාමු ජනෙල් දොරවල් දොර රාමු, දොරවල් වැනි සීමාවලට යටත් නොවන දැව ප්‍රවාහනය සඳහා බලපත්‍ර ප්‍රාදේශීය ලේකම් කාර්ය්‍යල වලින් ලබා ගත හැකිය.

සේවය සඳහා ගෙවීම
දැව ප්රවාහන ගාස්තු ප්‍රවාහනය කරන වාහනය අනුව වෙනස් වේ.
කර තබා ප්‍රවාහනය සඳහා ගාස්තු නොමැත.
කරත්ත සඳහා රුපියල් 150
අත් ට්‍රැක්ටරය රුපියල් 150
ට්‍රැක්කටර් රුපියල් 150
ලොරි රුපියල් 150

සේවය සඳහා වගකීම
තනතුර අංශයේ නම
ප්‍රාදේශීය ලේකම් අදාළ ප්‍රාදේශීය ලේකම් කාර්ය්යලය
ග්‍රාම නිලධාරී අදාල ග්‍රාම නිලධාරී කොට්ඨාශය",8,"Agriculture, Livestock & Fisheries",Permits & Licenses,45,Obtaining Permits for Transporting Timber,563,https://gic.gov.lk/gic/index.php/en/component/info/?id=563&catid=45&task=info,"Service: Obtaining Permits for Transporting Timber
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Permits & Licenses
Topic: සීමාවලට යටත් වන ගස් (Part 2), සේවය සඳහා ගෙවීම සහ වගකීම
---
සටහන
කලින් කලට ,දිස්ත්‍රික්කයෙන් දිස්ත්‍රික්කයට වෙනස්විය හැකිය.
කොටස් ගාන ලද දැව අලූත් ලී බඩු ජනෙල් රාමු ජනෙල් දොරවල් දොර රාමු, දොරවල් වැනි සීමාවලට යටත් නොවන දැව ප්‍රවාහනය සඳහා බලපත්‍ර ප්‍රාදේශීය ලේකම් කාර්ය්‍යල වලින් ලබා ගත හැකිය.

සේවය සඳහා ගෙවීම
දැව ප්රවාහන ගාස්තු ප්‍රවාහනය කරන වාහනය අනුව වෙනස් වේ.
කර තබා ප්‍රවාහනය සඳහා ගාස්තු නොමැත.
කරත්ත සඳහා රුපියල් 150
අත් ට්‍රැක්ටරය රුපියල් 150
ට්‍රැක්කටර් රුපියල් 150
ලොරි රුපියල් 150

සේවය සඳහා වගකීම
තනතුර අංශයේ නම
ප්‍රාදේශීය ලේකම් අදාළ ප්‍රාදේශීය ලේකම් කාර්ය්යලය
ග්‍රාම නිලධාරී අදාල ග්‍රාම නිලධාරී කොට්ඨාශය"
8-47-1264-2,Service and Contact Information (Part 1),"Services | Station | Contact Person | Address & Tel/Fax
--- | --- | --- | ---
Cultivation of major vegetables and hybrid development | Vegetable Division, HORDI | Head of vegetable Division/ Research Officer | Director, Horticultural Crop Research & Development Institute (HORDI), Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234
Fruit cultivation, new fruit varieties and nutrient management of fruit crops | Fruit Division, HORDI | Head of Fruit Division/ Research Officer | -do-
Pest-related problems in horticultural crops | Entomology Division, HORDI | Head of Entomology Division/ Research Officer | -do-
Plant diseases diagnosis | Pathology Division, HORDI | Head of Pathology Division/ Research Officer | -do-
Mushroom cultivation and related activities | Mushroom Division, HORDI | Head of Mushroom Division/ Research Officer | -do-
Plant tissue culture, TC lab establishment | Tissue culture Division, HORDI | Head of the Tissue Culture Division/ Research Officer | -do-
Food processing & post harvest technology | Fruit Division, HORDI | Head of Fruit Division/ Research Officer | -do-",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,HORDI-Horticultural crops:Advisory Services to solve farmers problem,1264,https://gic.gov.lk/gic/index.php/en/component/info/?id=1264&catid=47&task=info,"Service: HORDI-Horticultural crops:Advisory Services to solve farmers problem
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Service and Contact Information (Part 1)
---
Services | Station | Contact Person | Address & Tel/Fax
--- | --- | --- | ---
Cultivation of major vegetables and hybrid development | Vegetable Division, HORDI | Head of vegetable Division/ Research Officer | Director, Horticultural Crop Research & Development Institute (HORDI), Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234
Fruit cultivation, new fruit varieties and nutrient management of fruit crops | Fruit Division, HORDI | Head of Fruit Division/ Research Officer | -do-
Pest-related problems in horticultural crops | Entomology Division, HORDI | Head of Entomology Division/ Research Officer | -do-
Plant diseases diagnosis | Pathology Division, HORDI | Head of Pathology Division/ Research Officer | -do-
Mushroom cultivation and related activities | Mushroom Division, HORDI | Head of Mushroom Division/ Research Officer | -do-
Plant tissue culture, TC lab establishment | Tissue culture Division, HORDI | Head of the Tissue Culture Division/ Research Officer | -do-
Food processing & post harvest technology | Fruit Division, HORDI | Head of Fruit Division/ Research Officer | -do-"
8-47-1284-1,"Eligibility, Application Process and Fees for Import Permits","Eligibility: Who imports these items should obtain permits by law.

Process of submitting applications: Applications can be collected from National Plant Quarantine Service (NPQS) Canada Friendship Road Katunayake or downloaded from the NPQS website.

Applications with required document can be sent to [importpermits@gmail.com](mailto:importpermits@gmail.com) , /by post or by hand to Additional Director, National Plant Quarantine Service (NPQS) Canada Friendship Road Katunayake.

Fees payable to obtain application form: Free of charge

Time taken from submitting the application to the issuance of import permit: For complete applications related or regularly importing plant commodities importing from regularly importing countries – about one week.

For new plant commodities/ importing form new country-vary with the time taken for pestRisk Assessment process/receiving no objection from other institutes.

Fees payable to obtain the service: Free of charge

Time of supplying the service: From 8.30 a.m. to 4.15 p.m. on week days excluding public holidays.",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,"SCPPC:  Issuance of import permits to import plant, planting material and plant products",1284,https://gic.gov.lk/gic/index.php/en/component/info/?id=1284&catid=47&task=info,"Service: SCPPC:  Issuance of import permits to import plant, planting material and plant products
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Eligibility, Application Process and Fees for Import Permits
---
Eligibility: Who imports these items should obtain permits by law.

Process of submitting applications: Applications can be collected from National Plant Quarantine Service (NPQS) Canada Friendship Road Katunayake or downloaded from the NPQS website.

Applications with required document can be sent to [importpermits@gmail.com](mailto:importpermits@gmail.com) , /by post or by hand to Additional Director, National Plant Quarantine Service (NPQS) Canada Friendship Road Katunayake.

Fees payable to obtain application form: Free of charge

Time taken from submitting the application to the issuance of import permit: For complete applications related or regularly importing plant commodities importing from regularly importing countries – about one week.

For new plant commodities/ importing form new country-vary with the time taken for pestRisk Assessment process/receiving no objection from other institutes.

Fees payable to obtain the service: Free of charge

Time of supplying the service: From 8.30 a.m. to 4.15 p.m. on week days excluding public holidays."
8-47-1206-1,Obtaining Mahaweli Skilled Labour: Qualifications and Application Procedure,"How to obtain Mahaweli skilled labour to Entrepreneurs? Business Development Division 01 Qualifications Capability and willingness to engage in an investment project 02 Procedure of submitting the application (Where to get, Handover the application, counter a time) Forward the bio data of the applicant to the RPM in relevant project 03 Fee for the application None 04 Time for submission of application 8.30am to 4.00pm on working days 05 Time duration to get the service (Normal & Priority Services) 06 Relevant Documents Certified documents regarding the permanent residence of the applicant 07 Special Information None Staff Officers responsible for the service Director Business Development 011-2683038/011-2699220

Business Development Manager Business Development 011-2695987/011-2699220

Resident Project Manager System H 025-2276214/025-2276877/025-2276328

Business Development Manager System H 025-2276214 / 025-2276877 / 025-2276328

Resident Project Manager System B 027-2259423 / 027-2259065 rpmb@eureka.lk

Resident Project Manager System C 027-2250119 / 027-2250173 / 027-2250119 pmc@sltnet.lk

Business Development Manager System C 027-2250119 / 027-2250173 / 027-2250119 rpmc@sltnet.lk

Resident Project Manager UW 047-2230013 / 047-2230201

Business Development Manager UW 047-2230013 / 047-2230201",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,skilled labour to Entrepreneurs,1206,https://gic.gov.lk/gic/index.php/en/component/info/?id=1206&catid=47&task=info,"Service: skilled labour to Entrepreneurs
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Obtaining Mahaweli Skilled Labour: Qualifications and Application Procedure
---
How to obtain Mahaweli skilled labour to Entrepreneurs? Business Development Division 01 Qualifications Capability and willingness to engage in an investment project 02 Procedure of submitting the application (Where to get, Handover the application, counter a time) Forward the bio data of the applicant to the RPM in relevant project 03 Fee for the application None 04 Time for submission of application 8.30am to 4.00pm on working days 05 Time duration to get the service (Normal & Priority Services) 06 Relevant Documents Certified documents regarding the permanent residence of the applicant 07 Special Information None Staff Officers responsible for the service Director Business Development 011-2683038/011-2699220

Business Development Manager Business Development 011-2695987/011-2699220

Resident Project Manager System H 025-2276214/025-2276877/025-2276328

Business Development Manager System H 025-2276214 / 025-2276877 / 025-2276328

Resident Project Manager System B 027-2259423 / 027-2259065 rpmb@eureka.lk

Resident Project Manager System C 027-2250119 / 027-2250173 / 027-2250119 pmc@sltnet.lk

Business Development Manager System C 027-2250119 / 027-2250173 / 027-2250119 rpmc@sltnet.lk

Resident Project Manager UW 047-2230013 / 047-2230201

Business Development Manager UW 047-2230013 / 047-2230201"
8-48-1563-1,Eligibility and Nature of Farmer Training Program on EAC,"Who can apply: Farmers, Farmer Groups and Community Based Organizations who are interested in solving field problems in cultivation, processing and marketing of EAC such as Cinnamon, Pepper, Coffee, Cocoa etc.

Nature of the Service: Farmer training is given either in farmer fields or as a group class. Type of training is decided by mutual discussion of trainers and Farmers. Extension Officers or Research and Development Assistants conduct the classes.Training is given on soil conservation, crop establishment, shade control, pest disease control, fertillizer application etc. for EAC.",8,"Agriculture, Livestock & Fisheries",Training & Extension Services,48,Obtaing a Farmer Training Program on EAC,1563,https://gic.gov.lk/gic/index.php/en/component/info/?id=1563&catid=48&task=info,"Service: Obtaing a Farmer Training Program on EAC
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Training & Extension Services
Topic: Eligibility and Nature of Farmer Training Program on EAC
---
Who can apply: Farmers, Farmer Groups and Community Based Organizations who are interested in solving field problems in cultivation, processing and marketing of EAC such as Cinnamon, Pepper, Coffee, Cocoa etc.

Nature of the Service: Farmer training is given either in farmer fields or as a group class. Type of training is decided by mutual discussion of trainers and Farmers. Extension Officers or Research and Development Assistants conduct the classes.Training is given on soil conservation, crop establishment, shade control, pest disease control, fertillizer application etc. for EAC."
8-44-1327-3,Staff Officers in Charge,"Staff officer in charge of the service



Deputy Director of Agriculture (Authorised Officer)   /Assistant Director of Agriculture, Agriculture Instructor, Deputy Director   of Agriculture Office, in relevant area.

---
Residential Project Manager / Deputy Residential Project   Manager (authorized Officer) / Agriculture Officer, Sri Lanka Mahaweli   Authority Office of the relevant area
For Field Coordination – Agriculture Instructor, Mr R.A.   Jayantha, Office of the Registrar of Pesticides, P.O.Box 49, No 1056,   Gatambe, Peradeniya. (081-2388076, Tele/Fax: 081-2388135
Head of Centre: registrar of Pesticides – Dr. G.A.W.   Wijesekara, Office of the Registrar of Pesticides, P.O. Box. 49, No 1056,   Gatambe, Peradeniya. (081-2388076, Tele/Fax: 081-23881350",8,"Agriculture, Livestock & Fisheries",Approval & Registration,44,SCPPC-Pesticides: Certification for Pesticides dealers,1327,https://gic.gov.lk/gic/index.php/en/component/info/?id=1327&catid=44&task=info,"Service: SCPPC-Pesticides: Certification for Pesticides dealers
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Approval & Registration
Topic: Staff Officers in Charge
---
Staff officer in charge of the service



Deputy Director of Agriculture (Authorised Officer)   /Assistant Director of Agriculture, Agriculture Instructor, Deputy Director   of Agriculture Office, in relevant area.

---
Residential Project Manager / Deputy Residential Project   Manager (authorized Officer) / Agriculture Officer, Sri Lanka Mahaweli   Authority Office of the relevant area
For Field Coordination – Agriculture Instructor, Mr R.A.   Jayantha, Office of the Registrar of Pesticides, P.O.Box 49, No 1056,   Gatambe, Peradeniya. (081-2388076, Tele/Fax: 081-2388135
Head of Centre: registrar of Pesticides – Dr. G.A.W.   Wijesekara, Office of the Registrar of Pesticides, P.O. Box. 49, No 1056,   Gatambe, Peradeniya. (081-2388076, Tele/Fax: 081-23881350"
8-47-1770-1,Import Requirements for Meat and Meat Products (Part 1),"Applications for importing meat (excluding poultry) are available at www.daph.gov.lk, Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya. The application is free of charge and can be submitted from 8.30 a.m to 4.15 p.m. on weekdays. There are no service charges. The service duration is 0-3 working days. Required documents for importation include: Application form, Proforma invoice, Processing procedure of the product (for processed meat), Copy of the HACCP certificate of the processing plant (for processed meat), Microbiological test report (as per Cordex alimentarius guidelines), and a copy of the Registration Certificate of the establishment/plant at the local government.
",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,03.Approval for importation of meat and meat products,1770,https://gic.gov.lk/gic/index.php/en/component/info/?id=1770&catid=47&task=info,"Service: 03.Approval for importation of meat and meat products
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Import Requirements for Meat and Meat Products (Part 1)
---
Applications for importing meat (excluding poultry) are available at www.daph.gov.lk, Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya. The application is free of charge and can be submitted from 8.30 a.m to 4.15 p.m. on weekdays. There are no service charges. The service duration is 0-3 working days. Required documents for importation include: Application form, Proforma invoice, Processing procedure of the product (for processed meat), Copy of the HACCP certificate of the processing plant (for processed meat), Microbiological test report (as per Cordex alimentarius guidelines), and a copy of the Registration Certificate of the establishment/plant at the local government.
"
8-47-1344-1,Eligibility and Application Process for Training and Presentations,"Eligibility Officer groups in agriculture and non agriculture who conduct training and presentations

Process of application Request by letter to Director (NAICC), Department of Agriculture, Peradeniya. Training will be arranged on demand

Fees payable to obtain the service Government rates. Contact National Agriculture Information and Communication Centre for more details.

Time required Depend on the demand and availability of resource persons. Staff officers in charge of the services Director (Information & Communication), Mr. W. L. Hiran Peiris",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,ICC- Providing training on AV teaching aids and presentation technology,1344,https://gic.gov.lk/gic/index.php/en/component/info/?id=1344&catid=47&task=info,"Service: ICC- Providing training on AV teaching aids and presentation technology
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Eligibility and Application Process for Training and Presentations
---
Eligibility Officer groups in agriculture and non agriculture who conduct training and presentations

Process of application Request by letter to Director (NAICC), Department of Agriculture, Peradeniya. Training will be arranged on demand

Fees payable to obtain the service Government rates. Contact National Agriculture Information and Communication Centre for more details.

Time required Depend on the demand and availability of resource persons. Staff officers in charge of the services Director (Information & Communication), Mr. W. L. Hiran Peiris"
8-47-1307-2,Contact Information for Plant Quarantine Stations,"Place of service given Plant Quarantine Station-Airport, Bandarnayake International Airport, Katunayake. Fax /Tel. 011-2252575, 011/226395 Cargo Inspection room: 011/2263955 Passenger Terminal : 011/2264568 e-mail: [phytoquarantine@gmail.com](mailto:phytoquarantine@gmail.com)

Plant Quarantine Station-Airport, Maththala Address: Rajapaksha International Air Port, Maththala, Tel. 047-2031370, E-mail: [pqsmattala@gmail.com](mailto:pqsmattala@gmail.com)

Plant Quarantine Station-Airport, Jaffna Address: Jaffna International Air Port, Palaly, Tel. 076 2901986, E-mail: [sumitharmarasa@yahoo.com](mailto:sumitharmarasa@yahoo.com)",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,SCPPC-Plant Quarantine: Issuing phytosanitary certificate on agricultural commodities,1307,https://gic.gov.lk/gic/index.php/en/component/info/?id=1307&catid=47&task=info,"Service: SCPPC-Plant Quarantine: Issuing phytosanitary certificate on agricultural commodities
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Contact Information for Plant Quarantine Stations
---
Place of service given Plant Quarantine Station-Airport, Bandarnayake International Airport, Katunayake. Fax /Tel. 011-2252575, 011/226395 Cargo Inspection room: 011/2263955 Passenger Terminal : 011/2264568 e-mail: [phytoquarantine@gmail.com](mailto:phytoquarantine@gmail.com)

Plant Quarantine Station-Airport, Maththala Address: Rajapaksha International Air Port, Maththala, Tel. 047-2031370, E-mail: [pqsmattala@gmail.com](mailto:pqsmattala@gmail.com)

Plant Quarantine Station-Airport, Jaffna Address: Jaffna International Air Port, Palaly, Tel. 076 2901986, E-mail: [sumitharmarasa@yahoo.com](mailto:sumitharmarasa@yahoo.com)"
8-44-929-2,Step-by-Step Procedure and Timeline for License Issuance,"Step-by-Step Procedure: Step 1: Applicant sends a request letter to the Department stating the need of an Application Form. Step 2: The Department receives the letter and sends the Application Form to the applicant. Step 3: Applicant fills Form and sends it to the Department along with a copy of the Business Registration Certificate. Step 4: Department Issues the license to the seller under registered cover.

Timeline Process Time Line By Post : 2 Weeks Physically coming to the Department: 4-7 Days

Obtaining Application Form:

Working days – Monday - Friday Counter open hours – 8.30 am to 4.15 pm Holidays – All Public and Mercantile Holidays

Submit Application Form: Working days – Monday to Friday Counter open hours – 8.30 am to 4.15 pm Holidays – All Public and Mercantile Holidays",8,"Agriculture, Livestock & Fisheries",Approval & Registration,44,"Registration of Sellers of weights, Measures and weighing or Measuring Instruments",929,https://gic.gov.lk/gic/index.php/en/component/info/?id=929&catid=44&task=info,"Service: Registration of Sellers of weights, Measures and weighing or Measuring Instruments
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Approval & Registration
Topic: Step-by-Step Procedure and Timeline for License Issuance
---
Step-by-Step Procedure: Step 1: Applicant sends a request letter to the Department stating the need of an Application Form. Step 2: The Department receives the letter and sends the Application Form to the applicant. Step 3: Applicant fills Form and sends it to the Department along with a copy of the Business Registration Certificate. Step 4: Department Issues the license to the seller under registered cover.

Timeline Process Time Line By Post : 2 Weeks Physically coming to the Department: 4-7 Days

Obtaining Application Form:

Working days – Monday - Friday Counter open hours – 8.30 am to 4.15 pm Holidays – All Public and Mercantile Holidays

Submit Application Form: Working days – Monday to Friday Counter open hours – 8.30 am to 4.15 pm Holidays – All Public and Mercantile Holidays"
8-47-1893-1,Requirements for Rubber Plantation Ownership Registration,"The following requirements must be met for registration of ownership of rubber plantations:

- Registration of ownership

1. Lands previously not registered under the Rubber Control Act

2. Should bare Rubber plantation

- Changes of ownership

Time of forwarding application

From 8.30am to 3.30pm on Working days by Handor Registered post to the Regional Office of the relevant district",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,Rubber Land Regisration,1893,https://gic.gov.lk/gic/index.php/en/component/info/?id=1893&catid=47&task=info,"Service: Rubber Land Regisration
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Requirements for Rubber Plantation Ownership Registration
---
The following requirements must be met for registration of ownership of rubber plantations:

- Registration of ownership

1. Lands previously not registered under the Rubber Control Act

2. Should bare Rubber plantation

- Changes of ownership

Time of forwarding application

From 8.30am to 3.30pm on Working days by Handor Registered post to the Regional Office of the relevant district"
8-47-1320-3,"Submission Time, Fees, Service Delivery and Contact Information","Time of submission the request During office hours

Fees for obtaining the service for paddy Rs 400/ per acre/season (as per the sliding scale approved) for other Field crops Rs 400/per - 1 acre/season/Lot for vegetables Rs 400/ per -1 acre/season/Lot for potato Rs 800/ per acre/season/Lot

Time taken to provide the service as per the process

Place of service given Seed Certification Service (SCS) PO Box 3, Gannoruwa, Peradeniya TP 081 2388217 email [scsdoa79@yahoo.com](mailto:scs@slt.lk)

Staff officer in charge of the service Deputy Director (SCS) Dr Mrs. R. Nanayakkara.",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,SCPPC-Seed Certification: Registration of seed production crops and certification of produced seeds,1320,https://gic.gov.lk/gic/index.php/en/component/info/?id=1320&catid=47&task=info,"Service: SCPPC-Seed Certification: Registration of seed production crops and certification of produced seeds
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Submission Time, Fees, Service Delivery and Contact Information
---
Time of submission the request During office hours

Fees for obtaining the service for paddy Rs 400/ per acre/season (as per the sliding scale approved) for other Field crops Rs 400/per - 1 acre/season/Lot for vegetables Rs 400/ per -1 acre/season/Lot for potato Rs 800/ per acre/season/Lot

Time taken to provide the service as per the process

Place of service given Seed Certification Service (SCS) PO Box 3, Gannoruwa, Peradeniya TP 081 2388217 email [scsdoa79@yahoo.com](mailto:scs@slt.lk)

Staff officer in charge of the service Deputy Director (SCS) Dr Mrs. R. Nanayakkara."
