question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
11,8-48-829-2,How to apply for EAC-related full-time training?,1,1,1,1,1,8-48-829-2|8-48-1563-2|8-48-829-1|8-48-1563-1|1-16-773-1|1-16-1103-3|8-48-1505-1|8-47-1344-1|1-16-781-1|6-37-17-2|1-16-1103-2|1-16-1103-1|1-16-614-3|1-16-1606-1|1-16-777-1
12,8-44-927-2,"What is the step-by-step process for registering weights, dimensions and manufacturers of weighing or measuring instruments?",0,1,1,1,1,10-88-929-1|8-44-927-2|10-55-933-3|10-88-933-3|8-44-929-1|10-88-927-2|10-88-932-2|5-28-933-3|10-88-927-4|8-44-927-4|10-88-927-3|8-44-927-3|8-44-929-2|5-28-859-1|10-88-929-2
13,8-48-1562-2,What is the cost of getting a strip-search training program?,0,1,1,1,1,4-27-454-2|8-48-1562-2|1-16-777-2|1-16-742-1|1-16-614-3|8-48-829-2|1-16-781-1|4-91-637-2|10-57-410-3|6-37-17-2|10-62-519-2|11-66-738-1|12-70-622-3|8-47-1263-1|5-28-514-3
14,8-47-1263-3,Which main category is under which horticultural crop training programmes are offered by HORDI?,0,1,1,1,1,8-47-1263-2|8-47-1263-3|8-47-1263-1|8-47-1264-2|8-47-1262-2|8-47-1262-1|8-47-1264-3|8-47-1264-4|8-47-1264-1|8-47-1262-3|8-47-1638-1|8-47-1265-2|8-47-1265-3|8-47-1265-1|8-48-1563-1
15,8-47-1768-2,Who should be contacted for information regarding the importation of pets and what are their contact details?,0,1,1,1,1,8-47-1768-1|8-47-1768-2|8-47-1768-4|8-47-1780-2|8-47-1770-2|8-47-1768-3|8-47-1774-2|8-47-1776-2|8-47-1770-3|8-47-1775-1|11-66-749-3|8-47-1774-1|8-47-1769-2|8-47-1772-1|12-72-1099-2
16,8-47-1768-1,Who is the Appointed Officer in charge of Pets Import Service?,1,1,1,1,1,8-47-1768-1|8-47-1780-2|8-47-1774-2|8-47-1768-3|8-47-1776-2|8-47-1768-4|8-47-1768-2|8-47-1770-2|8-47-1782-4|8-47-815-2|10-57-428-1|10-59-1269-8|8-47-1782-3|10-59-435-2|10-55-1269-8
17,8-47-693-2,"What is the main service provided under the main section 'Agriculture, Livestock and Fisheries' and which section's main staff are responsible for this service?",0,0,0,0,0,8-47-1178-1|8-47-1346-2|8-47-1780-2|8-47-1638-1|8-47-692-2|8-47-815-2|8-47-1349-2|8-47-1781-3|8-46-827-3|8-47-1263-1|8-47-1782-4|8-47-816-2|8-48-1350-1|8-47-1346-1|8-46-827-2
18,8-44-1270-3,"Who is the Executive Director responsible for investment projects in the Agricultural Sector under the main category such as Agriculture, Livestock and Fisheries and what is his email address?",0,1,1,1,1,8-44-1269-5|8-44-1270-3|8-44-1269-6|8-47-693-2|8-47-1178-1|10-59-1270-3|10-57-1270-3|8-47-1204-1|8-47-1346-2|8-47-1263-1|8-44-1269-1|8-47-817-2|8-47-1349-2|8-47-1638-1|11-67-1269-6
19,8-47-1321-1,What are the fees for obtaining the certification for crop registration and fruit crop crops under SCPPC-Seed Registration Certification Service?,1,1,1,1,1,8-47-1321-1|8-47-1320-3|8-44-1325-1|8-47-1324-2|8-47-1320-2|8-47-1322-1|8-47-1320-1|8-44-1327-2|8-44-688-2|8-48-1330-1|8-47-1324-1|8-47-1307-1|5-31-1326-1|5-31-1323-1|8-47-1306-1
20,8-48-697-2,"What is the email address of Dr. Harsha Gupta, Director of the 'Mapping using Geographical Information' service?",1,1,1,1,1,8-48-697-2|11-67-1117-2|11-67-1115-2|8-47-693-2|10-94-2232-2|8-47-699-2|8-48-697-1|8-48-694-2|10-65-397-5|10-94-2232-3|6-86-691-4|12-95-1118-2|10-94-2092-3|2-22-700-5|2-75-2283-2
21,8-47-817-1,What is the cost of getting 1 to 4 tons of fertilizer?,1,1,1,1,1,8-47-817-1|8-46-830-1|8-46-826-1|8-47-1265-1|8-47-1262-1|8-46-827-2|8-48-1282-1|8-47-1222-1|8-47-1301-1|8-46-827-1|5-28-419-2|8-45-1114-1|2-75-1804-2|2-21-605-2|8-47-693-1
22,8-47-1259-1,Who can benefit from RRDI-Rice Service?,0,1,1,1,1,8-47-1254-1|8-47-1259-1|8-47-1252-1|8-47-1258-1|8-47-1222-1|7-43-877-1|3-25-806-1|8-46-826-1|8-46-827-1|12-92-881-1|8-46-827-2|2-22-712-1|8-46-827-3|6-37-375-2|12-92-882-1
23,8-47-1776-1,How long does it take to obtain approval for import of poultrymeat and poultrymeat products?,0,1,1,1,1,8-47-1770-1|8-47-1776-1|8-47-1775-1|8-47-1781-2|8-47-1776-2|8-47-1777-1|8-47-1770-2|8-47-1768-3|8-47-1284-1|8-47-1772-1|8-47-1771-1|10-57-428-3|8-47-1768-1|8-47-1769-1|8-47-1768-4
24,8-46-827-1,What are the eligibility criteria for farmers or gardens to help improve the productivity of exported agricultural crops?,1,1,1,1,1,8-46-827-1|8-46-826-1|8-46-827-2|8-48-828-1|8-45-1113-1|8-46-827-3|8-48-1504-1|8-47-693-1|8-45-1112-1|8-48-828-3|8-47-693-2|8-46-826-2|8-47-817-1|2-21-598-1|3-25-806-2
25,8-47-1252-1,Who are the main beneficiaries of RRDI-Rice?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|3-25-806-1|7-43-701-2|8-46-826-1|8-46-827-2|7-43-1270-3|8-46-827-1|8-44-1270-3|2-21-2274-2|3-25-2368-2|7-43-877-1
26,8-47-1264-1,What is the fee for access to horticultural crop advisory services provided by HORDI?,1,1,1,1,1,8-47-1264-1|8-47-1262-1|8-47-1638-1|8-47-1263-1|8-47-1264-2|8-47-1265-1|8-47-1266-1|8-47-1264-4|8-47-1264-3|8-47-1262-2|8-47-1265-2|8-47-1263-2|8-47-1263-3|8-47-1262-3|8-47-1265-3
27,8-47-699-1,How can you apply for soil protection advice?,0,1,1,1,1,8-47-699-2|5-29-698-1|8-47-699-1|8-45-1113-2|8-45-1110-2|8-48-1282-1|10-58-595-1|8-47-1301-1|8-48-694-2|8-45-1112-2|8-47-1265-1|11-67-1269-8|8-45-1114-2|8-45-1113-3|8-44-1269-7
28,8-48-829-1,"What is the nature of the EAC Service Term Training Programme and what is its location, duration and facilities offered?",1,1,1,1,1,8-48-829-1|8-48-1563-2|8-48-829-2|8-48-1563-1|8-48-1505-1|8-47-1344-1|1-16-1103-3|8-48-1459-1|6-86-768-1|8-48-1514-1|12-70-768-1|1-16-1103-4|1-16-773-1|6-37-17-2|1-16-1103-2
29,8-45-563-6,What are the fees for a permit to carry logs using different types of vehicles and which mode of transport is free of charge?,0,0,0,0,1,12-70-1159-3|12-70-1429-1|12-70-1159-1|12-70-1159-2|12-70-1429-2|4-27-464-2|10-57-465-1|10-65-408-6|10-65-413-4|10-65-427-3|10-65-425-3|10-65-415-5|8-45-563-3|8-45-563-6|10-65-420-6
30,8-47-1264-2,What are the consulting services provided by Horticultural Crop Research and Development Institute (HORDI) to solve the problems of farmers?,1,1,1,1,1,8-47-1264-2|8-47-1264-4|8-47-1638-1|8-47-1264-1|8-47-1264-3|8-47-1265-2|8-47-1263-3|8-47-1263-2|8-47-1262-2|8-47-1262-1|8-47-1263-1|8-47-1262-3|8-47-1265-1|8-48-1280-1|8-47-1265-3
31,8-47-1284-1,What are the fees for obtaining a plant products import licence and where can I obtain the application form?,1,1,1,1,1,8-47-1284-1|8-47-817-1|10-59-435-5|10-57-414-4|10-57-433-3|10-57-428-3|10-57-429-3|11-68-1216-2|10-57-431-3|10-57-410-3|10-55-818-1|8-48-687-1|8-47-1782-3|10-57-1279-1|10-59-435-3
32,8-47-1206-1,What qualifications are required for entrepreneurship to get skilled workers?,0,0,1,1,1,1-16-781-1|6-36-1273-1|1-16-619-1|8-47-1206-1|1-16-783-1|6-35-1274-1|1-16-1103-1|1-20-2115-1|1-16-782-1|1-20-2113-1|10-55-1275-1|1-16-1105-1|1-20-2114-1|1-16-1103-2|6-36-1274-1
33,8-48-1563-1,Who is eligible to apply for the Agricultural Training Programme on Export Crops (EAC)?,0,1,1,1,1,8-48-829-1|8-48-1563-1|8-47-1344-1|8-48-1563-2|8-48-1505-1|8-48-829-2|8-48-1459-1|8-44-1327-1|8-46-1599-1|8-47-692-1|8-48-1581-1|6-86-690-1|8-48-690-1|10-94-2102-2|8-48-1504-1
34,8-44-1327-3,Who is the head of the Centre for Certification of Pesticide Sellers Service?,0,0,1,1,1,8-44-1327-1|8-44-688-3|8-44-1327-2|8-44-1327-3|8-44-688-1|8-48-1330-1|8-44-688-2|8-48-1308-1|10-57-1279-3|8-48-1581-1|8-48-687-2|8-47-1321-1|8-47-1314-1|8-47-699-2|10-57-428-1
35,8-47-1770-1,What is the service period for obtaining an import authorisation for meat and meat products (except poultrymeat)?,1,1,1,1,1,8-47-1770-1|8-47-1770-2|8-47-1776-2|8-47-1776-1|8-47-1770-3|8-47-1775-1|8-47-1768-3|8-47-1782-3|8-47-1781-1|8-47-1777-1|8-47-1768-1|8-47-1774-1|8-47-1780-1|8-47-1284-1|8-47-1779-1
36,8-47-1344-1,Who is eligible for training on AV teaching aids and presentation technology?,1,1,1,1,1,8-47-1344-1|1-16-944-2|1-16-620-1|1-16-783-1|1-16-944-4|1-16-777-1|1-16-1166-1|1-16-1103-2|1-16-820-1|1-16-938-2|10-94-2102-2|6-86-690-1|1-16-1103-4|1-16-782-1|11-67-1345-1
37,8-47-1307-2,What is the main service provided by SCPPC-plant quarantine and where are its airports located in Sri Lanka?,1,1,1,1,1,8-47-1307-2|8-47-1307-3|8-47-1307-1|8-44-1327-2|8-47-1324-2|8-48-1308-1|8-47-1320-3|6-37-387-1|6-37-387-2|8-47-1314-1|8-44-688-1|8-47-1306-1|8-48-1330-1|5-31-1326-1|8-47-1284-3
38,8-44-929-2,"What is the approximate deadline for obtaining a licence if the applicant submits his/her form by mail for the Weights, Weights and Weights or Measurement Dealer Registration Service?",0,1,1,1,1,10-88-929-2|8-44-929-2|10-88-927-3|10-88-929-1|8-44-929-1|8-44-927-3|8-44-929-3|10-65-404-3|11-68-729-1|10-65-390-3|5-28-933-2|10-88-933-2|5-28-859-2|10-88-932-6|10-65-400-3
39,8-47-1893-1,What are the requirements for registering the ownership of rubber plantations for land not previously registered under the Rubber Control Act?,1,1,1,1,1,8-47-1893-1|10-58-593-3|10-55-1146-1|12-70-622-4|2-21-599-1|12-70-1144-1|2-21-1622-1|10-56-1174-1|2-21-2274-2|12-70-1144-5|2-22-712-1|12-70-1144-4|8-45-1113-2|2-21-671-1|3-26-1156-5
40,8-47-1320-3,How much is the seed certification fee for potato crops?,1,1,1,1,1,8-47-1320-3|8-47-1320-2|8-47-1322-1|8-47-1324-2|8-47-1222-1|8-47-1258-1|8-44-1325-1|5-31-1326-1|8-44-1327-2|8-47-1324-1|8-47-1307-1|8-47-1281-2|8-47-1262-1|5-31-1323-1|8-47-1320-1
41,8-44-1269-6,"What is the email address of Ms. Nulubul De Silva, Head of Department for Education?",0,0,0,0,0,4-97-1478-1|4-91-714-2|1-16-2254-1|1-16-1423-3|1-87-1085-1|1-87-662-1|4-91-674-4|10-94-2097-2|11-67-1269-7|10-62-1269-7|5-32-706-2|11-67-1269-6|10-94-2092-3|1-87-660-1|8-48-691-2
42,8-47-1262-3,"Which department and company is responsible for providing Galan Thai Cultures and Spons, and what is their contact phone number?",0,0,0,0,0,4-91-1095-2|5-31-2063-1|4-91-714-2|10-62-1272-2|3-90-1837-1|4-97-1478-1|1-87-1085-1|10-61-762-3|8-48-687-2|10-56-1174-4|10-62-1276-4|8-47-1252-1|12-72-1099-2|10-57-1287-2|10-94-2092-3
43,8-47-1775-1,"Who is the official responsible for the clearance service for the import of day-old chickens, live chickens and other birds, and what is his contact number?",0,1,1,1,1,8-47-1776-2|8-47-1780-2|8-47-1775-1|8-47-1768-4|8-47-1768-1|8-47-1774-2|10-94-2232-2|8-47-1768-2|8-47-816-2|8-47-693-2|8-47-1770-2|8-47-1777-1|8-47-1768-3|8-47-1776-1|10-94-2232-3
44,8-47-692-2,Who is the Officer in charge of the Agricultural Enterprise Development Training Service and what are the contact details of the place of service?,1,1,1,1,1,8-47-692-2|8-47-1346-2|8-48-1581-2|8-48-1563-2|8-47-693-2|8-48-829-2|8-47-692-1|8-48-1350-1|8-44-1327-3|8-48-691-3|8-48-1581-1|8-47-1344-1|8-46-826-2|6-86-691-4|8-48-1350-2
45,8-48-691-1,How are the Central Skills for Public Officials in Agriculture awarded and which department conducts the Competitive Exam?,1,1,1,1,1,8-48-691-1|8-48-691-3|6-86-691-3|6-86-691-1|8-48-691-2|8-48-828-3|8-47-817-1|6-86-691-4|8-47-1346-2|8-47-1344-1|8-48-690-1|1-16-782-1|8-46-826-2|8-48-1282-1|8-44-1327-3
46,8-47-1781-2,What is the process for obtaining an animal husbandry licence after submitting the application and how long does it usually take for initial registration?,1,1,1,1,1,8-47-1781-2|8-47-1783-1|12-72-1099-1|8-44-929-2|8-47-1775-1|8-47-1781-1|8-47-1768-3|8-47-815-1|8-47-1768-1|8-47-1782-3|8-47-1774-1|8-47-1776-1|10-64-586-2|8-47-1780-1|9-51-583-2
47,8-48-828-4,"What are the main approval requirements before setting up a private processing centre, especially in relation to building construction and equipment procurement?",1,1,1,1,1,8-48-828-4|8-48-828-3|8-46-1599-1|8-46-1599-2|3-26-1156-5|10-57-1290-1|11-67-1645-1|10-57-1645-1|10-55-1288-1|10-57-1285-1|10-62-1272-1|8-48-828-2|10-57-1279-1|11-67-1269-5|10-58-593-3
48,8-44-688-2,What are the various fees associated with pesticide registration services?,1,1,1,1,1,8-44-688-2|8-44-688-3|8-44-1327-2|8-44-688-1|8-48-1330-1|8-44-929-3|8-47-1782-3|10-57-431-3|10-55-818-3|8-44-927-4|8-44-1327-1|5-29-487-4|5-28-419-10|9-54-485-9|10-65-408-7
49,8-45-1113-3,"When applying for a trade permit for sand and exported minerals, what are the essential requirements regarding the application form and possible exemptions?",0,1,1,1,1,8-45-1113-1|8-45-1113-3|8-45-1113-2|8-45-1114-2|8-45-1112-2|8-45-1110-1|8-45-1112-1|8-45-1114-1|10-60-524-1|8-45-1111-1|10-57-1290-3|10-89-1269-8|10-58-593-3|10-57-1278-5|8-45-1110-2
50,8-48-828-1,Which groups are eligible for post-harvest technology investment assistance for setting up group processing centers?,1,1,1,1,1,8-48-828-1|8-48-828-3|8-48-828-2|8-46-1599-1|8-46-1599-2|8-44-1269-5|8-48-828-5|8-46-827-1|8-46-826-1|8-44-1269-6|8-48-828-4|8-44-1269-3|11-67-1343-1|7-41-2284-1|10-62-1269-4
51,8-46-826-1,Export crop replanting/replanting investment assistance service about what and who are eligible to apply?,1,1,1,1,1,8-46-826-1|8-46-826-2|8-48-828-1|8-44-1269-5|11-67-1645-1|8-45-1113-1|10-57-1279-1|8-46-827-1|8-48-828-3|8-45-1112-2|8-46-1599-1|10-57-1290-1|8-46-1599-2|8-47-693-1|8-46-827-3
52,8-47-1204-1,What is the process of acquiring land for agricultural purposes and what documents are required?,0,1,1,1,1,8-47-693-1|8-47-1204-1|10-58-593-3|2-21-598-1|2-21-598-3|8-45-1113-2|2-21-598-2|2-21-604-1|2-21-599-1|8-45-1112-2|2-21-594-1|10-58-595-1|8-47-699-1|2-22-712-1|8-48-828-3
53,8-48-1280-1,Who is eligible for field problem solving services provided by FCRDI?,0,1,1,1,1,8-48-1280-2|8-48-1280-1|8-47-1301-1|8-48-1282-1|8-47-1281-2|8-47-1264-1|8-47-1263-1|8-47-1638-1|8-48-1504-1|8-47-1265-1|8-48-1282-2|8-47-1301-2|8-47-1344-1|11-67-1343-1|8-48-1504-2
54,8-47-1281-2,How much does it cost to buy a kilogram of corn?,1,1,1,1,1,8-47-1281-2|5-28-419-2|8-46-827-2|10-88-932-5|10-62-1276-2|8-46-830-1|8-47-1320-3|5-28-859-4|8-48-828-3|8-46-826-1|10-88-932-4|8-47-1222-1|10-55-818-2|5-28-419-9|10-65-426-3
55,8-47-1254-1,What is the name of the responsible company that provides RRDI-Rice Service?,0,1,1,1,1,8-47-1252-1|8-47-1254-1|8-47-1259-1|8-47-1222-1|8-47-1258-1|2-22-712-2|2-21-2274-2|7-43-701-2|4-91-1095-2|10-94-2089-1|7-43-877-1|8-46-827-2|8-48-1581-2|8-44-1270-3|8-46-827-3
56,8-47-1781-3,Who is the official responsible for issuing a licence for the production or import of livestock and what is their contact details?,1,1,1,1,1,8-47-1781-3|8-47-1768-4|8-47-1781-1|8-47-1770-2|8-47-1768-2|8-47-1775-1|8-47-1780-1|8-47-1768-1|10-55-818-1|8-47-815-1|8-47-1783-1|8-47-1768-3|8-47-1774-2|8-47-1780-2|8-47-1781-2
57,8-45-563-5,Which government departments issue traffic permits for controlled or uncontrolled trees?,0,0,0,1,1,12-70-1159-3|12-70-1159-2|12-70-1159-1|12-70-1427-1|8-45-563-1|8-45-563-6|8-45-563-4|12-70-1429-2|8-45-563-3|8-45-563-5|8-45-563-2|11-68-1216-1|2-22-712-2|2-22-700-6|12-70-1435-1
58,8-47-1771-1,What are the certificates or documents required for obtaining approval for import of frozen fish and fishery products?,1,1,1,1,1,8-47-1771-1|8-47-1769-2|8-47-1769-1|8-47-1770-2|8-47-1776-1|3-25-808-3|10-57-1278-4|8-47-1774-1|10-57-414-1|12-70-622-4|8-47-1773-1|8-47-1284-2|8-47-1770-1|3-25-808-2|3-25-808-4
59,8-48-1562-1,Who are eligible to apply for the Blacklisting Training Programme and how can they apply for this service?,0,0,0,0,0,6-37-17-2|6-36-1610-1|1-16-779-1|12-70-768-1|1-16-781-1|8-48-829-2|1-16-1103-2|6-86-768-1|12-70-1435-1|8-47-1263-1|8-47-692-1|10-61-762-2|8-47-1344-1|1-16-1103-3|1-16-777-1
60,3-25-809-3,What are the guarantees accepted for Krshi Navodaya loans for agricultural businesses?,0,1,1,1,1,3-25-809-2|3-25-809-3|3-25-806-1|3-25-2368-1|3-25-809-1|3-25-806-2|3-25-814-1|3-25-2368-3|3-25-807-2|3-25-2368-2|8-46-826-1|3-25-1860-1|8-47-817-1|3-25-808-3|3-25-812-1
61,3-90-1790-2,What is the main purpose of Construction Guarantee Fund/Financial (CGF)?,1,1,1,1,1,3-90-1790-2|10-61-1790-1|3-90-1790-1|6-35-1790-2|10-61-1790-2|6-35-1790-1|10-61-1790-4|3-90-1790-4|6-35-1790-3|10-61-1790-3|3-90-1790-3|3-25-814-1|10-89-1269-8|2-21-598-3|2-75-2283-1
62,3-24-725-2,How much can you withdraw from savings accounts through post offices and subsidiary post offices?,1,1,1,1,1,3-24-725-2|3-24-727-1|3-24-724-1|3-24-725-1|3-24-1857-1|3-24-1836-1|3-24-723-1|11-66-718-1|3-90-805-3|11-66-719-1|11-66-720-1|3-24-1852-1|3-24-1848-1|3-24-1852-2|3-24-726-1
63,3-25-567-3,Who approves the income statement form based on the income level of the applicant?,0,0,0,1,1,2-21-605-1|3-25-844-1|6-38-851-3|3-25-567-1|6-93-842-3|3-25-567-2|10-89-1224-4|3-24-799-3|3-25-567-3|11-66-719-1|6-38-851-2|5-29-487-2|6-38-850-2|3-24-799-2|2-21-670-1
64,3-90-805-3,What happens to the amount in the joint account if the account holder dies?,1,1,1,1,1,3-90-805-3|3-90-805-2|6-38-852-1|3-24-1852-1|3-24-1836-1|3-24-799-6|3-24-799-1|3-24-799-3|3-24-800-1|6-38-852-2|3-24-725-2|7-41-512-4|7-43-628-2|9-52-584-5|3-24-1848-1
65,3-24-1856-1,Manavi Ladies What are the eligibility requirements and documents required for opening a savings account?,1,1,1,1,1,3-24-1856-1|3-24-1852-2|3-24-1836-1|3-24-1857-1|3-24-801-3|3-24-800-1|3-24-801-1|3-24-1848-1|3-24-803-2|3-24-723-1|3-24-800-3|3-24-802-1|3-24-799-1|3-24-801-2|3-24-1858-2
66,3-25-567-4,What is the eligibility and payment system for the income statement service and what is the effect of not submitting supporting documents?,0,0,0,0,0,6-93-842-3|6-38-849-1|2-21-670-1|6-38-850-1|10-89-1224-4|10-89-1224-3|3-24-724-1|6-38-851-2|2-21-598-3|3-25-807-2|6-38-851-3|3-25-567-1|3-24-1836-3|2-21-604-1|11-66-719-1
67,3-25-812-1,What is the value of the project assets to qualify for the loan scheme for SMEs?,1,1,1,1,1,3-25-812-1|3-25-1860-1|3-25-811-1|3-25-807-1|3-25-807-2|3-25-809-1|3-25-807-3|3-25-1859-1|10-62-1269-3|3-25-2368-1|3-25-814-1|3-25-808-3|6-37-375-10|3-25-809-2|10-55-1269-3
68,3-24-1852-1,What are the benefits of insurance with a daily savings account at the door and what is the eligibility and validity period for these benefits?,1,1,1,1,1,3-24-1852-1|3-24-1852-2|3-24-1852-3|3-24-1836-1|3-24-1857-1|3-24-799-6|3-24-1856-1|3-24-800-1|3-24-1848-1|3-24-801-3|3-24-799-1|3-24-800-3|3-24-803-2|3-24-725-1|3-24-801-2
69,3-90-1837-1,Who is the Assistant Director (Management and Development) of Sousiribaiya?,0,1,1,1,1,4-91-714-2|10-61-762-3|3-90-1837-1|2-75-2283-2|7-43-701-2|4-91-674-4|8-47-1346-2|8-48-1350-2|8-47-1346-1|8-47-1206-1|10-57-1270-3|8-46-826-1|5-28-419-6|10-59-1269-7|6-36-1273-4
70,3-26-1156-1,Where to submit completed applications for renewal of the Central Crafts Licence?,0,0,0,0,0,11-68-931-2|11-68-931-4|10-55-931-2|10-65-397-3|10-55-931-3|10-64-586-2|10-65-404-3|10-59-435-4|10-64-586-1|12-70-622-2|10-65-400-3|11-68-931-3|10-55-931-1|10-57-1285-3|10-65-402-2
71,3-24-723-1,What additional documents are required to open a savings account?,0,0,1,1,1,3-24-1836-1|3-24-803-2|3-24-1852-2|3-24-723-1|3-24-800-1|3-24-1857-1|3-24-800-3|3-24-1852-3|3-24-801-3|3-24-1836-2|3-24-1856-1|3-24-803-3|3-24-803-1|3-24-726-1|3-24-1848-1
72,3-25-1861-2,What are the acceptable types of security for personal loans?,1,1,1,1,1,3-25-1861-2|3-25-809-3|3-25-1860-3|3-25-1861-1|3-25-808-4|3-25-807-2|3-25-808-3|3-25-1860-4|3-25-813-2|3-25-806-2|3-25-1860-1|3-25-807-1|3-25-807-3|3-25-2368-1|6-37-375-7
73,3-26-866-1,What is the eligibility criterion for changing the name or address on the TIN certificate already issued?,1,1,1,1,1,3-26-866-1|5-31-1131-1|3-26-864-2|3-24-799-3|3-26-864-1|9-50-1561-1|5-29-487-2|6-34-845-1|10-65-404-2|3-26-864-3|6-86-1126-1|9-51-583-4|10-65-404-1|5-32-713-1|11-66-718-1
74,3-24-799-6,"If the validity period is not printed on the check, what is its normal validity period?",1,1,1,1,1,3-24-799-6|10-65-415-4|10-65-424-5|10-59-435-5|5-31-469-4|10-57-428-3|5-29-486-4|10-65-420-6|5-28-859-3|10-57-409-3|12-70-625-5|9-54-485-8|11-68-931-4|10-65-426-3|10-65-398-5
75,3-82-1862-1,What are the main features of car rental facilities?,1,1,1,1,1,3-82-1862-1|11-68-648-1|4-27-649-1|4-27-649-2|4-27-436-2|10-65-420-3|4-91-607-1|10-65-424-2|2-22-1176-1|10-65-420-1|7-39-651-1|10-65-420-7|10-65-408-1|10-65-413-8|10-65-408-2
76,3-25-807-2,What are the eligibility criteria for the Comprehensive Loan Scheme for Small Business Development (SED)?,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-807-3|3-25-813-1|3-25-811-1|3-25-806-1|3-25-806-2|3-25-1861-1|3-24-799-2|2-21-598-1|3-25-1859-1|3-25-807-1|3-25-808-2|3-25-2368-1
77,3-24-803-2,What is the approximate time frame for opening an account for savings certificates or bills of lading?,0,1,1,1,1,3-24-1852-3|3-24-803-2|3-24-1836-1|3-24-723-1|3-24-800-1|3-24-1852-2|3-24-800-3|3-24-1848-1|3-24-1856-1|3-24-801-3|3-24-726-1|3-24-799-1|3-24-803-3|3-24-725-1|3-24-1857-1
