question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
11,8-48-829-2,How do you apply for EAC training?,1,1,1,1,1,8-48-829-2|8-48-1563-2|8-48-829-1|8-48-1563-1|8-48-1505-1|1-16-1103-3|8-47-1344-1|8-48-1459-1|1-16-781-1|1-16-1103-2|1-16-773-1|1-16-1103-1|10-61-762-2|1-16-1606-1|6-37-17-2
12,8-44-927-2,"What is the step-by-step procedure for the registration service of manufacturers of weights, measures and weights or measuring equipment?",0,0,1,1,1,10-88-929-1|10-88-933-3|8-44-929-1|8-44-927-2|10-55-933-3|10-88-927-4|8-44-927-4|10-88-932-2|8-44-929-2|10-88-929-2|5-28-933-3|10-88-927-2|10-88-927-3|8-44-929-3|10-57-859-2
13,8-48-1562-2,How much does it cost to get into the training program?,0,0,0,0,0,1-16-614-3|6-37-17-2|1-16-777-2|8-48-1563-2|10-94-2102-1|8-48-829-2|1-16-781-1|1-16-1103-3|1-16-1103-1|1-16-782-2|1-16-742-1|6-37-17-3|1-16-938-3|4-27-454-2|1-16-1103-2
14,8-47-1263-3,What is the main category of training programs for garden food provided by HORDI?,0,1,1,1,1,8-47-1263-1|8-47-1263-3|8-47-1263-2|8-47-1264-2|8-47-1262-1|8-47-1262-2|8-47-1264-1|8-47-1638-1|8-47-1262-3|8-47-1264-4|8-47-1265-2|8-47-1264-3|8-47-1266-1|8-47-1265-3|8-48-1563-1
15,8-47-1768-2,Who should be contacted for information about importing pets and what is their contact information?,0,1,1,1,1,8-47-1768-1|8-47-1768-2|8-47-1768-4|8-47-1780-2|8-47-1770-2|8-47-1768-3|8-47-1774-2|8-47-1776-2|8-47-1770-3|11-66-749-3|8-47-1775-1|8-47-1774-1|8-47-1769-2|10-57-428-1|8-47-1772-1
16,8-47-1768-1,Who is the pet import service officer?,1,1,1,1,1,8-47-1768-1|8-47-1780-2|8-47-1774-2|8-47-1768-3|8-47-1776-2|8-47-1768-2|8-47-1768-4|8-47-1770-2|10-57-428-1|10-59-435-2|10-59-435-1|8-47-1774-1|8-47-1769-2|8-47-1773-1|8-47-1772-1
17,8-47-693-2,"What is the main service provided under the main category of 'Agriculture, Livestock and Fisheries' and which sector are the senior officers involved in this service?",0,0,0,0,0,8-47-1346-2|8-47-1178-1|8-47-692-2|8-47-1263-1|8-47-815-2|8-47-1782-4|8-47-1638-1|8-46-826-2|8-46-827-3|8-47-1780-2|8-47-1264-1|8-47-816-2|8-46-827-2|8-48-1350-1|8-47-815-1
18,8-44-1270-3,"Who is the Executive Director responsible for the investment projects in the agricultural sector, which falls under the main category of agriculture, livestock and fisheries, and what is his email address?",0,1,1,1,1,8-44-1269-5|8-44-1270-3|8-44-1269-6|8-47-693-2|8-47-1178-1|8-47-1638-1|8-47-1263-1|8-47-1204-1|8-47-1346-2|8-44-1269-1|10-59-1270-3|8-47-1349-2|8-47-817-2|8-47-692-2|10-57-1270-3
19,8-47-1321-1,What are the fees for the registration of seedlings and the certification of fruit plant materials under the SCPPC-Seed Certification Service?,1,1,1,1,1,8-47-1321-1|8-47-1324-2|8-44-1325-1|8-47-1320-3|8-44-1327-2|8-47-1322-1|8-47-1320-2|8-44-688-2|5-31-1326-1|8-47-1306-1|8-47-1324-1|8-48-1330-1|8-47-1284-2|8-47-1320-1|8-47-1307-1
20,8-48-697-2,"What is the email address of Dr. Harsha Khudapithiya, Director of the Geographical Information Mapping Service?",1,1,1,1,1,8-48-697-2|11-67-1117-2|11-67-1115-2|12-95-1118-2|8-47-693-2|10-94-2232-2|8-48-694-2|11-67-1115-1|10-94-2232-3|1-16-1423-3|8-47-699-2|8-47-1252-1|2-22-700-5|2-22-1374-2|8-48-1350-2
21,8-47-817-1,How much is it to get 1-4 tons of compost?,1,1,1,1,1,8-47-817-1|8-47-1265-1|11-66-733-1|8-47-1262-1|2-75-1804-2|12-70-1427-2|8-46-830-1|8-48-1282-1|8-48-828-5|2-21-605-2|2-21-598-2|8-46-827-2|2-23-753-1|2-22-707-2|8-47-1263-1
22,8-47-1259-1,Who can benefit from the RRDI-based service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|2-21-670-1|2-21-671-1|5-32-671-1|5-32-704-1|2-22-712-1|2-21-672-1|2-22-703-1|7-43-877-1|8-45-1114-1|10-89-1224-3|8-46-827-3|3-25-2368-2
23,8-47-1776-1,How long does it take to get approval for import of poultry and poultry products?,0,1,1,1,1,8-47-1770-1|8-47-1776-1|8-47-1781-2|8-47-1776-2|8-47-1775-1|8-47-1770-2|8-47-1777-1|8-47-1768-3|8-47-1284-1|8-47-1768-1|8-47-1771-1|8-47-1772-1|8-47-1768-4|10-57-428-3|8-47-1769-1
24,8-46-827-1,What are the eligibility criteria for farmers or estates to receive relief to improve the productivity of agricultural crops of low-yield export?,1,1,1,1,1,8-46-827-1|8-46-826-1|8-46-827-2|8-48-828-1|8-46-827-3|8-45-1113-1|12-92-881-1|3-25-806-2|8-47-693-1|2-21-598-1|8-45-1112-1|8-48-828-3|8-47-693-2|8-47-817-1|3-25-814-1
25,8-47-1252-1,Who are the main beneficiaries of RRDI-Rice?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|3-25-806-1|7-43-701-2|8-46-826-1|8-46-827-2|7-43-1270-3|8-46-827-1|8-44-1270-3|2-21-2274-2|3-25-2368-2|7-43-877-1
26,8-47-1264-1,What is the fee for the purchase of garden food consulting services from HORDI?,0,1,1,1,1,8-47-1262-1|8-47-1264-1|8-47-1638-1|8-47-1263-1|8-47-1265-1|8-47-1266-1|8-47-1264-2|8-47-1262-2|8-47-1265-2|8-47-1263-2|8-47-1264-4|8-47-1263-3|8-47-1262-3|8-47-817-1|8-47-1264-3
27,8-47-699-1,How can you apply for advice on soil conservation?,0,1,1,1,1,8-47-699-2|5-29-698-1|8-47-699-1|8-45-1113-2|10-58-595-1|8-45-1110-2|2-21-598-3|8-47-1265-1|8-48-1282-1|8-45-1112-2|8-48-694-2|8-47-1301-1|8-47-1301-2|2-21-598-2|8-48-1282-2
28,8-48-829-1,"What is the nature of the EAC on-the-job training program, its location, time and facilities?",1,1,1,1,1,8-48-829-1|8-48-1563-2|8-48-829-2|8-48-1563-1|8-48-1505-1|1-20-2120-1|1-16-618-1|6-37-17-2|1-16-1103-3|1-16-1109-1|8-47-1344-1|1-16-773-1|6-37-17-1|6-36-1273-2|1-16-943-1
29,8-45-563-6,"What is the cost of obtaining a permit for the transport of wood using various types of vehicles, and which means of transport are free of charge?",0,0,0,1,1,12-70-1429-1|12-70-1159-3|12-70-1429-2|12-70-1159-2|12-70-1159-1|10-57-465-1|12-70-1431-1|8-45-563-3|8-45-563-6|10-57-433-1|4-27-464-2|8-45-563-4|12-70-1144-3|8-45-563-5|2-21-564-7
30,8-47-1264-2,What types of consulting services are provided by the Horticultural Research and Development Institute (HORDI) to solve farmers' problems?,1,1,1,1,1,8-47-1264-2|8-47-1264-1|8-47-1638-1|8-47-1264-4|8-47-1264-3|8-47-1265-2|8-47-1263-3|8-47-1263-2|8-47-1263-1|8-47-1262-1|8-47-1262-2|8-47-1262-3|8-47-1265-1|8-47-1266-1|8-48-1280-1
31,8-47-1284-1,"What are the fees for obtaining a plant-based import licence, and where can you obtain the application?",1,1,1,1,1,8-47-1284-1|10-57-414-4|10-59-435-5|10-57-433-3|10-57-429-3|8-47-817-1|11-68-1216-2|10-57-428-3|10-57-410-3|10-57-431-3|8-47-1768-3|8-47-1782-3|10-55-818-1|8-48-687-1|8-47-1781-1
32,8-47-1206-1,What qualifications do entrepreneurs need to acquire skilled labor?,1,1,1,1,1,8-47-1206-1|6-36-1273-1|1-16-781-1|1-16-619-1|10-55-1275-1|1-16-1103-1|1-20-2113-1|6-35-1274-1|1-16-783-1|10-55-1283-1|3-25-812-1|3-25-1860-1|10-59-1274-1|6-36-1274-1|1-16-1105-1
33,8-48-1563-1,Who is eligible to apply for the Farmers' Training Programme on Export Agricultural Crops (EAC)?,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1563-2|8-47-1344-1|8-48-1505-1|8-48-829-2|8-48-1459-1|8-46-1599-1|8-47-692-1|8-44-1327-1|8-48-1581-1|6-86-690-1|8-48-1504-1|8-48-690-1|10-94-2102-2
34,8-44-1327-3,Who is the head of the service center?,0,0,0,0,0,11-67-1120-2|1-16-1109-1|2-75-669-2|5-32-705-2|8-47-1346-2|10-55-1269-7|11-67-1269-6|6-36-1273-4|2-22-712-2|11-66-732-2|7-43-1270-3|5-30-1340-2|4-91-1095-2|2-22-709-2|11-67-836-3
35,8-47-1770-1,How long is the service life for obtaining an import authorisation for meat and meat products (excluding poultry)?,1,1,1,1,1,8-47-1770-1|8-47-1770-2|8-47-1776-2|8-47-1776-1|8-47-1770-3|8-47-1782-3|8-47-1775-1|8-47-1768-3|8-47-1781-2|8-47-1781-1|8-47-1768-1|8-47-1774-2|8-47-1774-1|8-47-1768-4|8-47-815-2
36,8-47-1344-1,Who qualifies for training in AV teaching support and presentation technology?,1,1,1,1,1,8-47-1344-1|1-16-944-2|1-16-783-1|1-16-777-1|1-16-620-1|1-16-1103-2|1-16-1166-1|1-16-782-1|1-16-944-4|6-86-690-1|1-16-1606-1|1-16-941-1|1-16-941-2|6-86-691-2|1-16-938-2
37,8-47-1307-2,What is the main service provided by SCPPC-plant quarantine and where are its airports located in Sri Lanka?,1,1,1,1,1,8-47-1307-2|8-47-1307-3|8-47-1307-1|8-44-1327-2|8-47-1324-2|8-48-1308-1|8-47-1320-3|6-37-387-1|6-37-387-2|8-47-1314-1|8-44-688-1|8-47-1306-1|8-48-1330-1|5-31-1326-1|8-47-1284-3
38,8-44-929-2,"If an applicant for the registration service of weighing, measuring and weighing equipment sellers submits their application by mail, how long does it take to obtain the license?",1,1,1,1,1,8-44-929-2|10-88-929-1|8-44-929-1|10-88-929-2|10-88-927-3|8-44-927-3|8-44-929-3|11-68-729-1|10-88-927-2|10-88-932-2|8-44-927-2|11-68-931-2|5-28-859-2|10-65-404-3|5-28-933-2
39,8-47-1893-1,What are the requirements for registering ownership of rubber crops for land that has not been previously registered under the Rubber Control Act?,1,1,1,1,1,8-47-1893-1|10-58-593-3|10-55-1146-1|8-45-1113-2|2-21-599-1|12-70-622-4|8-47-1781-3|2-22-712-1|2-21-1622-1|8-47-1320-2|8-44-688-1|3-26-1156-5|10-56-1174-1|10-58-593-1|8-45-1112-2
40,8-47-1320-3,How much is the seed guarantee fee for potatoes?,1,1,1,1,1,8-47-1320-3|8-47-1258-1|8-47-1222-1|8-47-1320-2|8-47-1322-1|5-31-1326-1|8-47-1262-1|8-47-1324-2|5-31-1323-1|8-44-1325-1|8-46-827-3|10-57-1270-2|10-89-1269-5|8-47-817-1|8-44-1270-2
41,8-44-1269-6,"What is the e-mail address of Ms. Nilupul de Silva, Head of the Education Group?",0,0,1,1,1,4-97-1478-1|10-55-1269-8|11-67-1269-7|11-67-1269-6|8-44-1269-6|10-59-1269-7|10-62-1269-7|10-89-1269-7|8-44-1270-3|10-57-1270-3|7-43-1270-3|1-16-786-1|10-59-1270-3|10-55-1269-7|1-16-2254-1
42,8-47-1262-3,"Which department and institution is responsible for supplying the mother cultures and eggs of the Seven, and what is their contact phone number?",0,1,1,1,1,4-91-714-2|4-97-1601-1|8-47-1262-3|8-47-817-2|4-97-1484-1|8-47-1265-2|8-47-1265-3|11-67-1484-1|8-47-1264-4|8-47-693-2|8-47-1264-2|10-94-2091-2|10-55-1275-2|10-62-1697-1|8-47-1349-2
43,8-47-1775-1,"Who is the official in charge of the import clearance service for one-day-old chickens, live chickens and other birds, and what is her phone number?",0,1,1,1,1,8-47-1776-2|8-47-1775-1|8-47-1768-4|8-47-1780-2|8-47-1768-1|8-47-1768-2|10-94-2232-2|8-47-1774-2|8-47-1768-3|8-47-693-2|8-47-1777-1|10-94-2232-3|8-47-1770-2|8-47-816-2|8-47-1776-1
44,8-47-692-2,Who is the official in charge of the Agricultural Enterprise Development Training Service and what is the contact information for the place of employment?,1,1,1,1,1,8-47-692-2|8-47-693-2|8-47-1346-2|8-47-692-1|6-86-691-4|8-48-691-3|8-47-1263-1|8-48-687-2|8-47-1178-1|8-48-1350-1|8-48-1350-2|8-47-1344-1|8-48-829-2|8-46-826-2|8-48-1563-2
45,8-48-691-1,How are the secondary scholarships awarded to civil servants in agriculture and which department conducts the competition?,0,1,1,1,1,6-86-691-1|8-48-691-1|8-48-691-3|8-48-691-2|6-86-691-3|8-48-690-1|8-47-1348-1|8-47-1348-4|8-47-1348-3|6-86-691-2|8-47-1348-2|8-48-1459-1|8-47-699-1|8-47-1344-1|3-25-806-1
46,8-47-1781-2,"What is the process of obtaining a pet food license after the application is submitted, and how long does it usually take for the initial registration?",1,1,1,1,1,8-47-1781-2|8-47-1776-1|8-47-1781-1|8-44-929-2|10-65-404-3|8-47-1775-1|10-64-586-2|8-47-1777-1|8-47-1783-1|8-47-1768-1|10-65-408-5|8-47-1782-3|8-47-1769-1|8-47-1780-1|8-47-1781-3
47,8-48-828-4,"What are the main approved requirements for the establishment of a private processing center, especially in relation to building construction and equipment procurement?",1,1,1,1,1,8-48-828-4|8-48-828-3|8-46-1599-1|8-46-1599-2|8-48-828-2|10-57-1285-1|11-67-1645-1|10-55-1288-1|10-57-1290-1|10-57-1645-1|10-57-1279-1|11-66-750-1|6-35-1274-1|1-16-783-1|3-26-1156-5
48,8-44-688-2,What are the different fees for pesticide registration services?,1,1,1,1,1,8-44-688-2|8-44-1327-2|8-44-688-3|8-48-1330-1|8-44-688-1|8-47-1782-3|10-55-818-3|8-44-929-3|10-57-431-3|8-44-1327-1|8-44-927-4|5-29-487-4|10-65-408-6|2-21-1622-1|10-65-408-7
49,8-45-1113-3,"When applying for a commercial licence for sand and exported minerals, what are the requirements for the application and for possible exceptions?",0,1,1,1,1,8-45-1113-1|8-45-1113-3|8-45-1113-2|8-45-1114-2|8-45-1114-1|10-58-593-3|10-57-1285-3|8-45-1112-2|8-45-1111-1|11-67-1116-1|8-45-1110-1|3-26-1156-5|12-70-622-4|3-26-1156-7|11-67-1645-1
50,8-48-828-1,Which groups are eligible for technical investment support after harvest for the establishment of group processing centers?,1,1,1,1,1,8-48-828-1|8-48-828-3|8-48-828-2|8-46-1599-1|8-48-828-5|8-46-1599-2|8-44-1269-5|8-46-826-1|8-46-827-1|10-62-1269-4|10-59-1269-4|8-44-1269-3|8-44-1269-6|10-89-1269-4|10-55-1269-4
51,8-46-826-1,What is the investment support service for export agricultural produce for new cultivation/re-cultivation and who is eligible to apply?,1,1,1,1,1,8-46-826-1|8-46-1599-1|8-46-826-2|8-48-828-1|8-46-1599-2|8-48-828-3|8-47-1264-1|8-46-827-1|8-48-1504-1|8-46-827-3|8-47-693-1|8-44-1269-5|8-47-1263-1|8-48-1350-1|8-47-1204-1
52,8-47-1204-1,What is the procedure for acquiring land for agricultural purposes and what documents are required?,0,1,1,1,1,8-47-693-1|8-47-1204-1|2-21-598-1|10-58-593-3|8-45-1113-2|2-21-598-3|2-21-604-1|2-21-599-1|2-21-598-2|8-45-1112-2|3-25-806-2|2-22-712-1|10-58-595-1|8-47-699-1|2-21-594-1
53,8-48-1280-1,Who is eligible for the field problem solving services provided by FCRDI?,0,1,1,1,1,8-48-1280-2|8-48-1280-1|8-47-1301-1|8-47-1281-2|8-48-1282-1|8-47-1264-1|8-47-1263-1|8-47-1638-1|8-47-1265-1|8-48-1504-1|8-47-1301-2|8-48-1282-2|8-47-1344-1|11-67-1343-1|8-47-1262-1
54,8-47-1281-2,How much does a pound of corn cost to buy a mother line?,1,1,1,1,1,8-47-1281-2|5-28-419-2|10-88-932-5|8-44-927-4|8-47-817-1|8-46-827-2|5-28-859-4|8-48-1563-2|10-88-932-6|8-48-1505-1|10-88-932-3|11-66-749-2|10-62-1276-2|10-60-524-2|8-47-1222-1
55,8-47-1254-1,What is the name of the agency responsible for providing RRDI-based services?,0,1,1,1,1,8-47-1252-1|8-47-1254-1|7-43-701-2|4-91-1095-2|8-47-1259-1|2-21-671-1|5-32-704-1|5-32-671-1|10-57-410-4|5-32-705-2|7-43-1270-3|2-22-712-2|2-22-703-1|8-47-1782-4|2-22-700-4
56,8-47-1781-3,"Who is responsible for issuing licenses for the production or import of animal feed, and what is their contact information?",1,1,1,1,1,8-47-1781-3|8-47-1781-1|8-47-1781-2|8-47-1780-1|8-47-1780-2|8-47-1768-4|8-47-1775-1|8-47-1770-2|8-47-1768-1|8-47-1768-2|8-47-815-1|8-47-1782-2|8-47-1774-2|8-47-1776-1|8-47-1776-2
57,8-45-563-5,Which government departments are responsible for issuing permits for the transport of wood that is not subject to restrictions or restrictions?,0,0,0,1,1,12-70-1159-3|12-70-1429-2|12-70-1159-2|12-70-1144-5|12-70-1159-1|12-70-1429-1|8-45-563-6|12-70-1431-2|8-45-563-5|8-45-563-3|8-45-563-1|10-57-433-1|8-45-563-4|12-70-1431-1|8-45-563-2
58,8-47-1771-1,What certificates or documents are required for the import of frozen fish and fish products?,0,1,1,1,1,8-47-1770-2|8-47-1769-2|8-47-1771-1|8-47-1769-1|8-47-1284-2|10-57-1278-4|3-25-808-3|8-47-1774-1|8-47-1776-1|8-47-1770-1|8-47-1781-3|10-65-415-2|10-57-414-1|3-25-808-2|3-25-808-4
59,8-48-1562-1,Who is eligible to apply for the training program and how can they apply for this service?,0,0,0,0,0,1-16-779-1|1-16-783-1|1-16-781-1|6-37-17-2|12-70-768-1|6-86-768-1|8-48-829-2|8-47-692-1|8-47-1344-1|10-94-2102-2|1-16-777-1|8-48-1563-2|8-47-1263-1|1-16-1103-3|1-16-777-2
60,3-25-809-3,What types of collateral are acceptable for agricultural innovation loans for agricultural businesses?,0,0,0,1,1,3-25-806-1|3-25-2368-3|3-25-806-2|3-25-814-1|3-25-1860-1|8-46-826-1|8-46-827-2|3-25-809-3|8-47-1204-1|3-25-2368-4|3-25-2368-1|3-25-809-2|8-48-828-3|8-44-1269-5|8-48-828-1
61,3-90-1790-2,What is the main purpose of the Construction Assurance Trust/Custom Fund (CGF)?,1,1,1,1,1,3-90-1790-2|10-61-1790-1|3-90-1790-1|6-35-1790-2|10-61-1790-2|6-35-1790-1|10-61-1790-4|3-90-1790-4|10-61-1790-3|6-35-1790-3|3-90-1790-3|10-89-1269-8|11-67-1269-8|10-62-1269-8|8-44-1269-7
62,3-24-725-2,What is the maximum amount of money that can be withdrawn from savings accounts through post offices and sub-post offices?,1,1,1,1,1,3-24-725-2|3-24-724-1|3-24-727-1|3-24-1857-1|3-24-725-1|3-24-724-2|11-66-718-1|3-24-723-1|3-24-1836-1|11-66-719-1|3-90-805-3|11-66-717-1|3-24-1852-1|3-24-1848-1|11-66-718-2
63,3-25-567-3,Who approves the income statement based on the applicant's income level?,0,1,1,1,1,3-25-567-1|3-25-567-2|3-25-567-3|2-21-605-1|3-25-844-1|6-93-842-3|3-25-567-4|3-24-799-3|6-38-850-2|3-24-799-1|10-61-762-2|10-89-1224-4|6-38-851-1|2-21-670-1|6-38-851-2
64,3-90-805-3,What happens to the balance of the account after the death of the joint account holder?,1,1,1,1,1,3-90-805-3|3-90-805-2|6-38-852-1|3-24-1836-1|6-38-852-2|3-24-799-3|3-24-1852-1|3-24-799-6|3-24-799-1|3-90-805-1|9-52-584-5|3-24-799-4|3-24-800-1|9-52-9-1|3-24-1857-1
65,3-24-1856-1,What are the qualifications and documents required to open a savings account for women?,1,1,1,1,1,3-24-1856-1|3-24-1852-2|3-24-1836-1|3-24-1857-1|3-24-803-2|3-24-800-3|3-24-801-3|3-24-800-1|3-24-723-1|3-24-801-2|3-24-1848-1|3-24-802-1|3-24-1836-2|3-24-726-1|3-24-1852-3
66,3-25-567-4,"What is the eligibility and payment structure for the income statement service, and what is the result of not submitting supporting documents?",0,0,0,0,0,6-93-842-3|10-89-1224-4|2-21-670-1|10-89-1224-3|3-24-724-1|6-38-850-1|6-38-851-2|6-38-849-1|2-21-594-2|3-25-807-2|2-21-604-1|3-25-567-1|11-66-719-1|3-24-799-2|5-32-713-1
67,3-25-812-1,What is the value requirement of project assets to qualify for the SME loan scheme?,1,1,1,1,1,3-25-812-1|3-25-1860-1|10-62-1269-3|3-25-811-1|3-25-807-2|3-25-807-1|10-58-593-3|3-25-807-3|10-55-1269-3|10-59-1269-3|10-89-1269-3|3-25-809-2|3-25-808-2|3-25-808-3|10-58-593-1
68,3-24-1852-1,"What insurance benefits are offered with the daily savings account door to door, what are the eligibility for those benefits and when will they be activated?",1,1,1,1,1,3-24-1852-1|3-24-1852-2|3-24-1852-3|3-24-1857-1|3-24-1836-1|3-24-1848-1|3-24-801-3|3-24-1856-1|3-24-800-1|3-24-726-1|3-24-799-1|3-24-801-2|3-24-803-2|3-24-725-1|3-24-801-1
69,3-90-1837-1,Who is the Assistant Director (Administration and Development) of 'Sauzirpaiah'?,1,1,1,1,1,3-90-1837-1|7-43-701-2|2-22-700-3|2-22-700-5|8-47-1254-1|10-61-762-3|8-44-1327-3|2-75-2283-1|4-91-714-2|8-47-1344-1|2-21-598-2|8-47-1348-3|2-21-2274-2|10-59-1269-7|10-62-1269-7
70,3-26-1156-1,Where can I apply for a renewal of a completed tax license?,0,1,1,1,1,11-68-931-4|3-26-1156-1|11-68-931-2|10-65-397-3|10-55-931-2|10-55-931-3|10-65-397-1|11-68-931-1|10-55-931-1|10-65-404-3|10-65-398-1|10-65-402-1|10-65-393-1|11-68-931-3|3-26-866-1
71,3-24-723-1,What additional documents are required to open a savings account?,0,0,1,1,1,3-24-1836-1|3-24-803-2|3-24-1852-2|3-24-723-1|3-24-800-1|3-24-1857-1|3-24-800-3|3-24-1852-3|3-24-801-3|3-24-1836-2|3-24-1856-1|3-24-803-3|3-24-803-1|3-24-726-1|3-24-1848-1
72,3-25-1861-2,What types of security can be accepted for personal loans?,1,1,1,1,1,3-25-1861-2|3-25-809-3|3-25-1860-3|3-25-1861-1|3-25-807-2|3-25-808-4|3-25-813-2|3-25-1860-4|3-25-808-3|3-25-806-2|3-25-1860-1|3-25-807-1|3-25-806-1|3-25-807-3|3-25-2368-1
73,3-26-866-1,What is the eligibility criterion for changing the name or address of a TIN certificate already issued?,1,1,1,1,1,3-26-866-1|3-26-864-2|5-31-1131-1|3-24-799-3|3-26-864-1|9-50-1561-1|3-26-864-3|10-65-404-2|5-29-487-2|6-86-1126-1|6-34-845-1|9-51-583-4|10-65-404-1|2-23-755-1|5-32-713-1
74,3-24-799-6,"If a check is not clearly printed, how long is its standard validity?",1,1,1,1,1,3-24-799-6|10-59-435-5|10-65-415-4|10-65-424-5|5-31-469-4|10-57-428-3|10-65-398-5|10-60-1141-5|5-28-859-3|11-68-931-4|10-65-420-6|10-57-410-2|10-57-409-3|10-65-426-3|8-44-927-3
75,3-82-1862-1,What are the main features of the car rental facility?,1,1,1,1,1,3-82-1862-1|11-68-648-1|4-27-649-1|4-27-649-2|4-27-436-2|10-65-408-1|10-65-415-2|10-65-424-2|10-65-420-3|10-65-425-3|10-65-420-6|4-91-607-1|7-39-651-1|10-65-408-3|10-65-420-1
76,3-25-807-2,What are the eligibility criteria for the Comprehensive Credit Scheme (SED) for Small Business Development?,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-807-3|3-25-806-1|3-25-811-1|3-24-799-2|3-24-1836-2|3-24-800-2|3-25-813-1|3-25-807-1|3-25-806-2|3-25-808-2|3-25-808-1|8-47-692-1
77,3-24-803-2,How soon will you be able to open a bank account for savings certificates or treasury bills?,1,1,1,1,1,3-24-803-2|3-24-803-3|3-24-1852-3|3-24-1836-1|3-24-1852-2|3-24-800-3|3-24-800-1|3-24-1848-1|3-24-801-3|3-24-799-1|3-24-1857-1|3-24-723-1|3-24-1856-1|3-24-801-2|3-24-726-1
