question_id,ground_truth,translated_question,r@1,r@3,r@5,r@10,r@15,contexts
16,8-47-1768-1,Who's the pet importing service officer?,1,1,1,1,1,8-47-1768-1|8-47-1780-2|8-47-1774-2|8-47-1768-3|8-47-1776-2|8-47-1768-4|8-47-1768-2|8-47-1770-2|10-57-428-1|8-47-1774-1|10-59-435-2|10-59-435-1|8-47-1782-4|8-47-815-2|8-47-1769-2
17,8-47-693-2,"What is the main service provided under the heading of Agriculture, Livestock Resources and Fisheries?",0,0,0,0,0,8-47-1178-1|8-47-1638-1|8-47-1346-2|8-47-692-2|8-46-827-2|8-47-1780-2|8-47-1264-1|8-47-1349-2|8-47-1769-2|8-47-1263-1|8-47-693-1|8-48-1350-1|8-47-1346-1|8-47-815-2|8-46-826-2
18,8-44-1270-3,"Who is the executive director responsible for investment projects in the agricultural sector under the heading of Agriculture, Livestock Resources and Fisheries, and what is his email address?",0,0,1,1,1,8-44-1269-5|8-47-693-2|8-44-1269-6|8-44-1270-3|8-47-1204-1|8-47-1263-1|8-47-1638-1|8-47-1178-1|8-47-817-2|8-47-1346-2|8-47-692-2|8-47-1207-2|8-47-1780-2|10-57-1270-3|8-46-827-2
19,8-47-1321-1,What are the fees for the registration of peanuts and the certification of fruit peanuts materials under the SCPPC-Bids Certification Service?,1,1,1,1,1,8-47-1321-1|8-47-1324-2|8-44-1325-1|8-44-688-2|8-44-1327-2|8-47-1320-3|8-48-1330-1|8-47-1322-1|5-31-1326-1|8-47-1307-1|8-47-1306-1|8-44-929-3|5-28-419-9|10-55-818-3|8-47-1320-2
20,8-48-697-2,"What is the email address of Dr. Harsha Swordfield, Director of Global Information Mapping Service?",1,1,1,1,1,8-48-697-2|12-95-1118-2|11-67-1115-2|11-67-1117-2|8-47-1252-1|8-47-693-2|8-47-1259-1|10-62-1272-2|10-94-2097-2|8-47-1254-1|2-75-2283-2|11-67-836-3|4-91-714-2|7-43-701-2|8-47-817-2
21,8-47-817-1,How much is the fee for receiving a compass up to tonnes 1-4?,0,0,0,0,0,11-66-749-2|8-44-929-3|10-57-859-4|8-44-927-4|5-28-859-4|11-67-1116-1|10-88-929-2|10-88-933-4|11-66-733-1|11-66-716-1|11-68-729-1|10-60-1141-11|12-70-1427-2|12-95-1118-1|10-88-927-4
22,8-47-1259-1,Who can benefit from the RRDI hospital service?,0,0,0,0,0,7-41-1642-1|7-39-1642-1|7-39-1154-1|7-41-1154-1|7-39-879-1|7-41-1611-1|6-37-375-2|7-39-1854-1|7-39-1611-1|7-40-1854-1|6-37-375-3|6-37-375-1|7-39-1806-1|7-39-1798-1|7-41-1641-1
23,8-47-1776-1,How long will it take to get approval for chicken meat and chicken production imports?,0,1,1,1,1,8-47-1770-1|8-47-1781-2|8-47-1776-1|8-47-1776-2|8-47-1770-2|8-47-1775-1|8-47-1768-3|8-47-1768-1|8-47-1284-1|8-47-1777-1|8-47-1771-1|8-47-1770-3|8-47-1769-1|8-47-1768-4|8-47-1774-1
24,8-46-827-1,What is the evolution of the qualifications for Govins or Woods to assist in improving the productivity of low yield agricultural holdings?,1,1,1,1,1,8-46-827-1|8-46-827-2|8-48-828-1|8-48-828-2|8-48-828-3|8-46-1599-1|8-46-826-1|8-46-827-3|8-48-828-4|8-44-1269-1|8-48-691-3|3-25-806-2|8-48-828-5|1-20-2115-1|8-47-1324-1
25,8-47-1252-1,Who are the main beneficiaries of the RRDI-Rice service?,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|3-25-806-1|7-43-1270-3|7-43-877-1|8-46-827-2|7-43-701-2|8-44-1270-3|2-21-2274-2|10-59-1270-3|11-67-1269-7|11-67-1269-6
26,8-47-1264-1,How much does it cost to get horticulture advice from HORDI?,0,1,1,1,1,8-47-1262-1|8-47-1263-1|8-47-1264-1|8-47-1638-1|8-47-1265-1|8-47-1264-2|8-47-1266-1|8-47-1263-2|8-47-1262-2|8-47-1264-4|8-47-1265-2|8-47-1263-3|8-47-1262-3|8-47-1264-3|8-47-1265-3
27,8-47-699-1,How do I apply for advice on muscle conservation?,0,0,1,1,1,7-39-1642-2|8-47-699-2|7-41-1642-2|8-47-699-1|8-44-1269-7|7-39-1611-2|8-44-1270-4|11-67-1269-8|8-45-1113-2|7-39-1154-2|12-70-1427-2|2-21-600-1|7-43-1098-1|3-25-808-3|10-58-595-1
28,8-48-829-1,"What is the nature of the on-site training program on EAC, its location, time and facilities provided?",1,1,1,1,1,8-48-829-1|8-48-1563-2|8-48-829-2|8-48-1563-1|8-48-1505-1|8-48-1459-1|8-47-1344-1|1-20-2120-1|1-16-1103-3|1-16-821-1|6-37-17-2|1-16-938-2|1-16-943-1|8-47-692-2|8-47-1263-3
29,8-45-563-6,"What is the fee for obtaining a licence for the transportation of nets using various types of vehicles, and which transportation method is free of fees?",0,0,0,0,0,10-65-413-4|10-65-408-7|10-65-408-6|10-57-410-3|10-65-404-4|10-65-397-4|10-64-586-3|10-65-390-4|10-64-568-3|10-65-415-5|10-57-566-2|3-26-1156-2|10-65-413-5|10-57-411-3|12-70-622-3
30,8-47-1264-2,What are the types of advisory services provided by Horticultural Drought Research and Development Corporation (HORDI) to solve Govin's problems?,0,1,1,1,1,8-47-1264-1|8-47-1264-2|8-47-1638-1|8-47-1264-4|8-47-1264-3|8-47-1262-1|8-47-1263-1|8-47-1265-2|8-47-1262-2|8-47-1263-2|8-47-1263-3|8-47-1265-3|8-47-1266-1|8-48-1280-1|8-47-1262-3
31,8-47-1284-1,"What are the fees for obtaining a plant production import license, and where can the application be obtained?",1,1,1,1,1,8-47-1284-1|10-55-818-1|10-57-433-3|10-57-414-4|8-47-817-1|10-57-1279-1|10-57-429-3|8-47-1781-1|8-48-687-1|10-56-1174-3|10-57-410-3|8-47-1782-3|10-59-435-5|10-57-431-3|10-57-428-3
32,8-47-1206-1,What qualifications do entrepreneurs need to acquire for master's degree?,0,0,1,1,1,1-16-619-1|1-16-781-1|1-20-2113-1|6-36-1273-1|8-47-1206-1|1-20-2114-1|10-55-1275-1|3-25-1860-1|3-25-807-3|3-25-807-2|1-16-614-4|3-26-1156-7|1-20-2115-1|3-25-812-1|6-86-690-1
33,8-48-1563-1,Who is eligible to apply for a Farmer Training Program on Export Agricultural Crafts (EAC)?,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1563-2|8-48-1505-1|8-47-1344-1|8-48-829-2|8-48-1504-1|8-47-692-1|8-46-1599-1|8-44-1327-1|8-48-1459-1|1-16-781-1|10-94-2102-2|8-48-1581-1|8-48-690-1
34,8-44-1327-3,"Who's the head of the Center for ""Certification for Anti-Ballistic Vendors"" service?",0,0,0,0,0,6-36-1608-2|1-16-1607-2|6-36-1609-1|6-36-1610-1|10-59-2033-1|5-28-859-5|6-36-1609-2|1-16-1600-1|5-32-468-3|5-28-1511-1|10-57-1151-1|10-55-1288-3|5-30-1333-1|8-44-1327-2|10-62-519-1
35,8-47-1770-1,How long does it take to obtain approval for meat and meat production (excluding chicken meat)?,0,1,1,1,1,8-47-1781-2|8-47-1770-1|8-47-1776-1|8-47-1775-1|8-47-1769-1|8-47-1777-1|8-47-1779-1|8-47-1776-2|8-47-1781-1|8-47-1770-2|8-47-1771-1|8-47-1768-1|8-47-1774-1|8-47-1263-1|8-47-1768-3
36,8-47-1344-1,Who qualifies for training in AV teaching aids and presentation technology?,1,1,1,1,1,8-47-1344-1|1-16-944-2|1-16-620-1|1-16-1103-2|1-16-1166-1|1-16-783-1|1-16-777-1|6-86-690-1|1-16-944-4|1-16-782-1|1-16-1606-1|1-16-938-2|1-16-1105-1|8-48-690-1|1-16-941-1
37,8-47-1307-2,What is the main service provided by SCPPC-Shanghai and where are its airport locations located in Sri Lanka?,0,1,1,1,1,6-37-387-1|6-37-387-2|8-47-1307-2|10-64-650-2|8-47-1320-3|8-47-1307-3|8-44-1327-2|10-65-425-1|8-47-1324-2|10-64-748-1|11-66-737-1|8-47-1307-1|4-91-714-1|5-32-463-3|6-37-387-3
38,8-44-929-2,"If an applicant submits their application by mail for the registration service of weight, weight and weight or weight device vendors, what is the nearest time it will take to obtain the license?",1,1,1,1,1,8-44-929-2|10-65-404-3|10-88-929-1|8-44-929-1|10-88-927-3|8-44-927-3|10-88-929-2|10-65-408-5|10-65-397-3|10-65-390-3|5-28-933-2|10-88-927-2|11-68-729-1|8-44-927-2|5-28-859-2
39,8-47-1893-1,"Under the Rubber Control Act, what is required to register the ownership of the rubber crops for land that has not been previously registered?",1,1,1,1,1,8-47-1893-1|10-58-593-3|10-55-1146-1|8-45-1113-2|12-70-622-4|8-47-1781-3|8-48-828-2|2-21-1622-1|2-21-599-1|2-22-712-1|8-44-688-1|12-72-1099-1|8-47-1320-2|8-45-1112-2|10-56-1174-1
40,8-47-1320-3,How much is the seed certification fee for apple pie?,1,1,1,1,1,8-47-1320-3|8-47-1322-1|8-47-1324-2|8-44-1325-1|8-47-1320-2|8-47-1321-1|8-47-1262-1|5-31-1326-1|5-31-1323-1|8-47-1772-1|10-60-1141-11|8-47-1769-1|8-47-1263-1|8-47-1782-3|8-47-1281-2
41,8-44-1269-6,"What's the email address of Mrs. Bluepool De Silva, Head of the Department of Education?",0,0,0,0,0,4-97-1478-1|1-16-1423-3|4-91-714-2|6-36-1273-4|11-67-836-3|10-94-2097-2|11-67-833-1|4-91-674-4|1-87-660-1|10-62-1276-4|10-94-2102-2|1-16-786-1|11-67-1269-7|11-67-1117-2|6-86-691-4
42,8-47-1262-3,"Which department and agency is responsible for providing six mothers and eggs, and what is their contact phone number?",0,0,0,0,0,8-44-1269-6|8-47-1207-2|10-62-1697-1|10-58-1697-1|8-44-1269-5|8-47-693-2|10-94-2091-2|10-94-2095-2|10-62-837-3|11-67-1269-7|4-91-1095-2|8-44-1270-3|11-67-1269-6|7-43-1270-3|11-67-837-2
43,8-47-1775-1,"Who is the officer in charge of the approval service for day-old cubs, live chickens and other birds? What's her phone number?",0,1,1,1,1,8-47-1776-2|8-47-1780-2|8-47-1775-1|12-71-766-2|2-22-712-2|8-47-1768-1|12-71-764-3|8-47-815-2|12-71-767-2|4-91-1095-2|12-71-770-2|12-70-768-2|8-47-1768-4|8-47-693-2|12-72-1099-2
44,8-47-692-2,Who is the officer in charge of the Agricultural Enterprise Development Training Service and what is the contact information for that location?,1,1,1,1,1,8-47-692-2|8-47-693-2|8-47-1346-2|6-86-691-4|8-48-1350-2|8-48-1350-1|8-48-687-2|8-48-1581-2|8-48-1563-2|8-44-1327-3|8-47-692-1|8-48-1581-1|8-48-829-2|8-48-691-3|10-94-2102-2
45,8-48-691-1,How is the Central Scholarship awarded to government officials in agriculture and which department holds the competitions?,1,1,1,1,1,8-48-691-1|6-86-691-1|8-48-691-3|8-48-691-2|6-86-691-3|8-48-828-3|8-48-690-1|8-47-1348-1|8-48-1459-1|8-48-828-2|8-47-1344-1|8-47-1348-2|8-47-1348-4|11-67-1343-1|8-47-1638-1
46,8-47-1781-2,"What is the process of obtaining an animal food production license after submitting the application, and how long does it usually take for the initial registration?",1,1,1,1,1,8-47-1781-2|8-47-1781-1|8-44-929-2|8-47-1783-1|8-47-1776-1|8-47-1780-1|8-47-1781-3|8-47-1775-1|8-47-1782-3|8-47-816-1|8-47-1769-1|8-47-1777-1|8-47-815-1|8-47-1778-1|8-47-1779-1
47,8-48-828-4,"What's the main need for support before setting up a personal processing center, especially for building and equipment production?",1,1,1,1,1,8-48-828-4|8-48-828-3|8-48-828-2|1-16-783-1|8-46-1599-1|8-46-1599-2|10-58-593-3|8-48-828-5|7-40-991-2|8-48-828-1|10-55-1275-1|11-66-750-1|5-30-668-2|2-23-751-1|11-67-1120-1
48,8-44-688-2,What are the different fees applicable to the Revenge Registration Service?,0,0,0,0,0,9-54-485-9|5-29-487-4|10-65-413-5|5-29-486-5|5-32-470-3|10-65-408-8|11-66-719-1|8-44-929-3|10-55-931-5|10-65-408-7|10-65-408-6|5-32-522-2|4-27-1766-2|5-32-462-3|11-66-718-1
49,8-45-1113-3,"When submitting an application for a trade license for sand and extractable minerals, what are the requirements regarding the application and the possible derivatives?",0,1,1,1,1,8-45-1113-1|8-45-1113-3|8-45-1113-2|10-60-524-1|10-57-1285-3|10-58-593-3|8-45-1111-1|10-57-1290-3|10-57-433-1|11-67-1116-1|10-57-1278-5|8-45-1114-1|11-67-1645-1|8-45-1112-2|10-88-929-1
50,8-48-828-1,What teams are eligible to receive technical investment support after being dismissed for setting up team processing centers?,1,1,1,1,1,8-48-828-1|8-48-828-3|8-44-1269-6|10-89-1269-6|10-55-1269-8|10-62-1269-7|10-57-1290-1|10-89-1269-7|8-48-828-2|10-57-1285-1|10-59-1269-4|10-62-1269-6|10-62-1269-4|8-46-1599-1|8-44-1269-5
51,8-46-826-1,What is the investment support service for export agricultural crops for replanting/replanting and who is eligible to apply?,1,1,1,1,1,8-46-826-1|8-46-1599-1|8-46-826-2|8-48-828-1|8-46-1599-2|8-46-827-1|8-48-828-3|8-44-1269-5|8-46-827-3|8-47-693-1|8-47-1204-1|8-48-1504-1|3-25-806-1|8-44-1269-6|8-45-1112-2
52,8-47-1204-1,What is the procedure for land acquisition for agricultural purposes and what documentation is required?,1,1,1,1,1,8-47-1204-1|8-47-693-1|2-21-598-1|2-22-712-1|10-58-593-3|8-47-1301-1|2-21-598-3|8-48-1282-1|8-45-1113-2|8-47-693-2|8-47-699-2|2-21-604-1|8-48-1459-1|8-45-1112-2|8-48-828-3
53,8-48-1280-1,Who is eligible to receive the field problem solving service provided by FCRDI?,0,1,1,1,1,8-48-1280-2|8-48-1280-1|8-47-1301-1|8-47-1281-2|8-48-1282-1|8-47-1264-1|8-47-1263-1|8-47-1638-1|8-47-1265-1|8-47-1301-2|8-48-1282-2|11-67-1343-1|8-48-1504-1|8-47-1262-1|8-47-1344-1
54,8-47-1281-2,How much does it cost a kilo to buy a feeding man line?,1,1,1,1,1,8-47-1281-2|8-47-1780-1|10-65-426-3|4-91-1164-1|8-47-1222-1|8-47-815-1|5-28-419-2|8-47-1265-1|8-47-1780-2|8-44-927-4|10-88-932-3|10-55-818-2|8-44-1269-6|8-46-827-2|8-47-1258-1
55,8-47-1254-1,What's the name of the agency responsible for providing the RRDI hospital service?,0,0,0,1,1,8-47-1252-1|10-57-410-4|8-47-1782-4|4-91-1095-2|7-43-701-2|8-47-1254-1|7-43-1270-3|7-39-1806-1|7-40-1793-1|7-39-1854-1|8-47-1259-1|7-39-1793-1|7-39-879-1|7-39-1796-1|7-40-1854-1
56,8-47-1781-3,"Who is responsible for authorizing the production or import of animal feed, and what is their contact information?",0,1,1,1,1,8-47-1780-2|8-47-1781-3|8-47-1768-4|8-47-1781-1|8-47-1781-2|8-47-1768-1|8-47-1780-1|8-47-1774-2|8-47-1768-2|8-47-1776-2|8-47-1770-2|8-47-1770-3|8-44-1269-6|8-47-1775-1|8-47-1768-3
57,8-45-563-5,Which government departments are responsible for issuing permits for unlimited or unrestricted net transportation?,0,0,0,0,0,4-27-649-2|2-22-712-2|2-21-556-5|10-58-559-7|2-21-557-1|11-68-648-1|4-27-649-1|3-24-725-2|10-65-395-5|12-70-1159-3|3-26-1156-4|2-21-556-6|4-27-445-2|2-21-564-2|2-21-564-1
58,8-47-1771-1,What certificates or documents are required to obtain approval for the import of frozen fish and fish production?,0,1,1,1,1,8-47-1769-1|8-47-1771-1|8-47-1769-2|8-47-1770-2|8-47-1776-1|8-47-1774-1|8-47-1770-1|8-47-1774-2|12-70-622-4|10-57-1278-4|8-47-1284-2|3-25-808-3|8-47-1781-3|8-47-1773-1|10-57-414-1
59,8-48-1562-1,Who is eligible to apply for the stamping training program and how can they apply for this service?,0,0,0,0,0,11-68-729-1|11-66-745-1|11-66-718-1|3-24-724-1|5-31-730-1|11-66-747-1|11-66-733-1|11-66-719-1|1-16-781-1|11-66-728-1|11-66-749-1|8-47-1263-1|11-66-739-1|11-66-720-1|11-66-721-1
60,3-25-809-3,What kinds of bonds can be accepted for agricultural loans for agricultural business?,0,0,0,1,1,3-25-806-1|3-25-806-2|3-25-2368-3|3-25-808-3|3-25-814-1|3-25-809-3|10-58-593-3|3-25-2368-1|8-47-1207-1|10-61-1790-3|3-25-2368-4|3-25-808-2|8-44-1269-5|3-25-809-2|8-44-1269-1
61,3-90-1790-2,What is the main purpose of the Construction Guarantee Facility/CGF?,1,1,1,1,1,3-90-1790-2|3-90-1790-1|10-61-1790-1|10-61-1790-2|6-35-1790-2|6-35-1790-1|10-61-1790-4|6-35-1790-3|3-90-1790-4|3-90-1790-3|10-61-1790-3|2-75-2283-1|11-67-1269-8|10-89-1269-8|10-62-1269-8
62,3-24-725-2,What are the maximum amounts of money available from savings accounts through the Post Office and the Sub-Post Office?,1,1,1,1,1,3-24-725-2|3-24-724-1|3-24-1857-1|3-24-723-1|3-24-1836-1|3-24-725-1|3-24-727-1|3-24-724-2|11-66-717-1|11-66-718-1|11-66-721-1|3-24-726-1|11-66-733-1|3-24-1852-2|3-24-1848-1
63,3-25-567-3,Who approves the application based on the income level of the applicant?,0,0,0,0,0,2-21-670-1|11-66-719-1|2-21-605-1|6-38-851-3|7-43-1270-2|7-43-1270-4|11-66-718-1|10-57-1298-1|6-38-851-2|6-38-851-1|10-60-524-1|10-59-1270-4|8-45-1111-1|6-93-842-3|11-67-1645-1
64,3-90-805-3,What happens to the account after the death of a joint account holder?,1,1,1,1,1,3-90-805-3|3-90-805-2|6-38-852-1|3-24-1836-1|6-38-852-2|3-24-799-3|3-24-1852-1|3-24-799-6|3-24-799-1|9-52-584-5|3-24-800-1|3-90-805-1|9-52-9-1|7-41-512-4|3-24-799-4
65,3-24-1856-1,Marriage – What qualifications and documentation is required to open a women's savings account?,1,1,1,1,1,3-24-1856-1|3-24-1836-1|3-24-1852-2|3-24-800-3|3-24-803-2|6-38-847-2|3-24-1857-1|3-24-801-3|3-24-800-1|3-24-723-1|3-24-1038-3|3-24-802-1|3-24-1038-1|3-24-1038-2|3-24-801-2
66,3-25-567-4,"What are the qualifications and payment structures for the Income Statement Service, and what is the effect of not submitting submissions?",0,0,0,0,0,3-25-844-1|3-25-567-1|6-93-842-3|3-24-799-3|2-21-670-1|3-25-567-2|10-89-1224-4|3-24-724-1|6-38-851-2|3-24-799-2|2-21-605-1|2-21-1622-1|2-21-604-1|11-66-719-1|11-66-750-1
67,3-25-812-1,What is the value of the project assets required to qualify for the Small and Medium Enterprise (SME) loan proposal scheme?,1,1,1,1,1,3-25-812-1|3-25-1860-1|3-25-811-1|3-25-807-2|10-62-1269-3|10-58-593-3|3-25-807-1|10-55-1269-3|11-67-1269-3|3-25-807-3|10-59-1269-3|8-44-1269-5|3-25-1859-1|10-89-1269-3|3-25-808-2
68,3-24-1852-1,"What insurance benefits are provided door-to-door with the daily savings account, what qualifications for those benefits and what period of activation?",1,1,1,1,1,3-24-1852-1|3-24-1852-2|3-24-1852-3|3-24-1857-1|3-24-1836-1|3-24-801-3|3-24-800-1|3-24-803-2|3-24-1856-1|3-24-1848-1|3-24-800-3|3-24-799-1|6-38-851-1|3-24-723-1|3-24-725-1
69,3-90-1837-1,Who's the Assistant Director of 'Saturday'?,0,0,0,1,1,10-61-762-3|4-91-630-2|4-91-631-3|4-91-638-2|5-30-1337-1|8-47-1346-2|3-90-1837-1|6-36-1273-4|2-75-2283-2|2-22-700-3|10-61-762-1|6-38-763-2|8-44-1269-6|11-67-1269-7|4-91-714-2
70,3-26-1156-1,Where should I submit an application for renewal of a completed non-resident passport?,0,0,0,1,1,4-27-1767-2|4-27-407-2|4-27-1766-1|9-49-396-1|6-38-849-2|5-29-486-3|4-27-1767-1|4-27-1764-1|6-38-846-2|3-26-1156-1|3-24-725-1|6-34-845-1|5-31-460-2|10-89-1224-4|9-51-583-2
71,3-24-723-1,What additional documentation do you need to open a savings account?,0,0,0,1,1,3-24-803-2|3-24-1836-1|3-24-1852-2|3-24-1852-3|3-24-803-3|3-24-1856-1|3-24-723-1|3-24-800-1|3-24-801-3|3-24-1857-1|3-24-803-1|3-24-800-3|3-24-1836-2|3-24-799-4|3-26-1156-5
72,3-25-1861-2,What kinds of bailouts can be accepted for personal loans?,1,1,1,1,1,3-25-1861-2|3-25-1861-1|3-25-2368-1|3-25-1860-3|3-25-1860-1|3-25-808-3|3-25-807-2|6-37-375-8|3-25-1859-1|3-25-809-3|3-25-2368-4|6-37-375-9|6-37-375-7|3-25-1860-4|3-25-807-1
73,3-26-866-1,What is the eligibility formula for changing the name or address of a TIN certificate that has already been issued?,1,1,1,1,1,3-26-866-1|3-26-864-2|5-31-1131-1|3-24-799-3|9-50-1561-1|3-26-864-1|6-86-1126-1|6-34-845-1|10-65-393-4|3-26-864-3|9-51-583-2|10-65-404-1|11-66-718-1|10-65-402-3|10-57-411-1
74,3-24-799-6,"If the validity of a check is not clearly printed on it, how long is its standard validity?",1,1,1,1,1,3-24-799-6|10-65-424-5|10-59-435-5|5-31-469-4|10-65-415-4|10-65-420-6|10-65-398-5|10-60-1141-5|10-57-428-3|11-68-931-4|5-28-859-3|12-70-625-5|10-65-426-3|5-29-486-4|10-57-410-2
75,3-82-1862-1,What are the main features of tax relief for vehicles?,0,0,0,0,0,10-65-420-3|10-65-420-7|10-65-420-1|10-65-413-5|10-65-424-1|10-65-424-2|10-65-415-2|10-65-408-8|10-65-413-7|8-48-828-5|10-65-427-1|10-65-420-4|10-65-413-6|10-89-1224-4|10-65-408-7
76,3-25-807-2,What is the evolution of qualifications for the Wide Credit Offering Scheme (SED) for small business development?,1,1,1,1,1,3-25-807-2|3-25-1860-1|3-25-812-1|3-25-1859-1|3-25-807-3|8-47-692-1|10-58-593-3|3-24-800-2|3-24-1836-2|3-24-799-2|3-25-808-1|3-25-807-1|3-26-1156-7|3-25-814-1|1-16-619-1
77,3-24-803-2,What is the nearest time to open an account for savings certificates or treasury bills?,0,1,1,1,1,3-24-1852-3|3-24-803-2|3-24-803-3|3-24-1852-2|3-24-1836-1|3-24-800-1|3-24-723-1|3-24-800-3|3-24-726-1|3-24-799-1|3-24-1857-1|3-24-1038-3|3-24-725-1|3-24-803-1|3-24-801-3
